Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
27,30,White-crowned Sparrow,0.2318,   1 PAM10_20230417_033000.wav
48,51,White-crowned Sparrow,0.1184,   1 PAM10_20230417_033000.wav
51,54,Band-backed Wren,0.165,   1 PAM10_20230417_033000.wav
6,9,White-crowned Sparrow,0.1293,   1 PAM10_20230417_033000.wav
21,24,Engine,0.1388,   1 PAM10_20230417_034000.wav
21,24,Thrush-like Wren,0.1079,   1 PAM10_20230417_035000.wav
33,36,White-crowned Sparrow,0.1959,   1 PAM10_20230417_035000.wav
42,45,White-crowned Sparrow,0.3288,   1 PAM10_20230417_035000.wav
21,24,White-crowned Sparrow,0.1007,   1 PAM10_20230417_040000.wav
42,45,White-crowned Sparrow,0.1442,   1 PAM10_20230417_041000.wav
33,36,Yellow-rumped Warbler,0.3256,   1 PAM10_20230417_042000.wav
39,42,White-crowned Sparrow,0.1037,   1 PAM10_20230417_042000.wav
0,3,Common Grasshopper-Warbler,0.1266,   1 PAM10_20230417_043000.wav
15,18,Black-faced Antthrush,0.16,   1 PAM10_20230417_043000.wav
15,18,Dusky-capped Greenlet,0.1094,   1 PAM10_20230417_043000.wav
15,18,Plumbeous Pigeon,0.1874,   1 PAM10_20230417_043000.wav
15,18,Thrush-like Wren,0.124,   1 PAM10_20230417_043000.wav
6,9,Eurasian Woodcock,0.13,   1 PAM10_20230417_043000.wav
42,45,Eurasian Wren,0.1913,   1 PAM10_20230417_044000.wav
51,54,White-crowned Sparrow,0.1056,   1 PAM10_20230417_044000.wav
12,15,Human vocal,0.151,   1 PAM10_20230417_045000.wav
21,24,Human vocal,0.1804,   1 PAM10_20230417_045000.wav
27,30,White-crowned Sparrow,0.3193,   1 PAM10_20230417_045000.wav
42,45,Swamp Sparrow,0.214,   1 PAM10_20230417_045000.wav
6,9,Common Grasshopper-Warbler,0.1759,   1 PAM10_20230417_045000.wav
15,18,Cooper's Hawk,0.1315,   1 PAM10_20230417_050000.wav
57,60,Plumbeous Pigeon,0.2144,   1 PAM10_20230417_050000.wav
18,21,Yellow-throated Toucan,0.2199,   1 PAM10_20230417_052000.wav
6,9,Gray Antbird,0.1201,   1 PAM10_20230417_052000.wav
48,51,Engine,0.1045,   1 PAM10_20230417_053000.wav
15,18,Human vocal,0.105,   1 PAM10_20230417_054000.wav
30,33,Engine,0.1255,   1 PAM10_20230417_054000.wav
36,39,Engine,0.1013,   1 PAM10_20230417_054000.wav
15,18,Engine,0.103,   1 PAM10_20230417_055000.wav
27,30,Engine,0.1778,   1 PAM10_20230417_055000.wav
51,54,Human vocal,0.203,   1 PAM10_20230417_055000.wav
12,15,Engine,0.1029,   1 PAM10_20230417_060000.wav
15,18,Mallard,0.1294,   1 PAM10_20230417_060000.wav
21,24,Spotted Crake,0.1474,   1 PAM10_20230417_060000.wav
27,30,Red-shouldered Hawk,0.1903,   1 PAM10_20230417_060000.wav
39,42,Engine,0.1213,   1 PAM10_20230417_060000.wav
39,42,Spotted Crake,0.1056,   1 PAM10_20230417_060000.wav
6,9,Engine,0.1053,   1 PAM10_20230417_060000.wav
21,24,Pine Warbler,0.1527,   1 PAM10_20230417_061000.wav
27,30,Pine Warbler,0.1178,   1 PAM10_20230417_061000.wav
42,45,Tufted Titmouse,0.2143,   1 PAM10_20230417_061000.wav
45,48,Tufted Titmouse,0.1291,   1 PAM10_20230417_061000.wav
48,51,Yellow-throated Warbler,0.1009,   1 PAM10_20230417_061000.wav
51,54,Tufted Titmouse,0.137,   1 PAM10_20230417_061000.wav
54,57,Golden-cheeked Warbler,0.1671,   1 PAM10_20230417_061000.wav
3,6,Swainson's Warbler,0.1875,   1 PAM10_20230417_062000.wav
3,6,Yellow-throated Warbler,0.1282,   1 PAM10_20230417_062000.wav
33,36,Carolina Chickadee,0.1346,   1 PAM10_20230417_062000.wav
33,36,Yellow-throated Warbler,0.1092,   1 PAM10_20230417_062000.wav
0,3,Pygmy Cupwing,0.1078,   1 PAM10_20230417_063000.wav
12,15,Carolina Chickadee,0.1141,   1 PAM10_20230417_063000.wav
15,18,Pygmy Cupwing,0.3553,   1 PAM10_20230417_063000.wav
18,21,Pygmy Cupwing,0.5312,   1 PAM10_20230417_063000.wav
21,24,Carolina Chickadee,0.1957,   1 PAM10_20230417_063000.wav
21,24,Pygmy Cupwing,0.225,   1 PAM10_20230417_063000.wav
27,30,Carolina Chickadee,0.2788,   1 PAM10_20230417_063000.wav
27,30,White-throated Sparrow,0.1032,   1 PAM10_20230417_063000.wav
30,33,Carolina Chickadee,0.4293,   1 PAM10_20230417_063000.wav
30,33,Pygmy Cupwing,0.6334,   1 PAM10_20230417_063000.wav
33,36,Black-throated Green Warbler,0.1648,   1 PAM10_20230417_063000.wav
36,39,Carolina Chickadee,0.1037,   1 PAM10_20230417_063000.wav
36,39,Pygmy Cupwing,0.4878,   1 PAM10_20230417_063000.wav
57,60,Carolina Chickadee,0.1647,   1 PAM10_20230417_063000.wav
6,9,Carolina Chickadee,0.3776,   1 PAM10_20230417_063000.wav
9,12,Black-throated Green Warbler,0.1422,   1 PAM10_20230417_063000.wav
0,3,Carolina Wren,0.1369,   1 PAM10_20230417_064000.wav
12,15,Pine Warbler,0.4935,   1 PAM10_20230417_064000.wav
3,6,Pine Warbler,0.3659,   1 PAM10_20230417_064000.wav
30,33,Pine Warbler,0.475,   1 PAM10_20230417_064000.wav
33,36,Chipping Sparrow,0.132,   1 PAM10_20230417_064000.wav
33,36,Dark-eyed Junco,0.1255,   1 PAM10_20230417_064000.wav
33,36,Pine Warbler,0.1984,   1 PAM10_20230417_064000.wav
39,42,Carolina Wren,0.134,   1 PAM10_20230417_064000.wav
48,51,Carolina Chickadee,0.3063,   1 PAM10_20230417_064000.wav
6,9,Pine Warbler,0.4175,   1 PAM10_20230417_064000.wav
12,15,Philadelphia Vireo,0.5728,   1 PAM10_20230417_065000.wav
12,15,Red-eyed Vireo,0.3347,   1 PAM10_20230417_065000.wav
15,18,Red-eyed Vireo,0.1,   1 PAM10_20230417_065000.wav
15,18,Yellow-throated Warbler,0.1466,   1 PAM10_20230417_065000.wav
18,21,Philadelphia Vireo,0.2827,   1 PAM10_20230417_065000.wav
18,21,Red-eyed Vireo,0.5462,   1 PAM10_20230417_065000.wav
21,24,Philadelphia Vireo,0.2919,   1 PAM10_20230417_065000.wav
21,24,Red-eyed Vireo,0.6142,   1 PAM10_20230417_065000.wav
24,27,Red-eyed Vireo,0.7891,   1 PAM10_20230417_065000.wav
27,30,Blue-headed Vireo,0.1307,   1 PAM10_20230417_065000.wav
27,30,Philadelphia Vireo,0.2492,   1 PAM10_20230417_065000.wav
27,30,Red-eyed Vireo,0.1636,   1 PAM10_20230417_065000.wav
30,33,Philadelphia Vireo,0.1352,   1 PAM10_20230417_065000.wav
30,33,Red-eyed Vireo,0.4901,   1 PAM10_20230417_065000.wav
33,36,Philadelphia Vireo,0.2234,   1 PAM10_20230417_065000.wav
33,36,Red-eyed Vireo,0.5739,   1 PAM10_20230417_065000.wav
36,39,Philadelphia Vireo,0.2055,   1 PAM10_20230417_065000.wav
36,39,Red-eyed Vireo,0.5791,   1 PAM10_20230417_065000.wav
39,42,Philadelphia Vireo,0.3278,   1 PAM10_20230417_065000.wav
39,42,Red-eyed Vireo,0.2671,   1 PAM10_20230417_065000.wav
45,48,Philadelphia Vireo,0.1046,   1 PAM10_20230417_065000.wav
45,48,Red-eyed Vireo,0.8354,   1 PAM10_20230417_065000.wav
48,51,Philadelphia Vireo,0.1226,   1 PAM10_20230417_065000.wav
48,51,Red-eyed Vireo,0.5464,   1 PAM10_20230417_065000.wav
51,54,Red-eyed Vireo,0.8908,   1 PAM10_20230417_065000.wav
54,57,Philadelphia Vireo,0.1002,   1 PAM10_20230417_065000.wav
54,57,Red-eyed Vireo,0.7434,   1 PAM10_20230417_065000.wav
57,60,Philadelphia Vireo,0.1141,   1 PAM10_20230417_065000.wav
57,60,Red-eyed Vireo,0.6178,   1 PAM10_20230417_065000.wav
6,9,Philadelphia Vireo,0.3633,   1 PAM10_20230417_065000.wav
9,12,Red-eyed Vireo,0.1863,   1 PAM10_20230417_065000.wav
0,3,Kentucky Warbler,0.1057,   1 PAM10_20230417_070000.wav
12,15,Red-eyed Vireo,0.4075,   1 PAM10_20230417_070000.wav
15,18,Red-eyed Vireo,0.329,   1 PAM10_20230417_070000.wav
18,21,Red-eyed Vireo,0.3677,   1 PAM10_20230417_070000.wav
21,24,Red-eyed Vireo,0.5705,   1 PAM10_20230417_070000.wav
24,27,Red-eyed Vireo,0.3681,   1 PAM10_20230417_070000.wav
27,30,Red-eyed Vireo,0.7099,   1 PAM10_20230417_070000.wav
3,6,Red-eyed Vireo,0.4731,   1 PAM10_20230417_070000.wav
30,33,Acadian Flycatcher,0.1256,   1 PAM10_20230417_070000.wav
30,33,Red-eyed Vireo,0.2683,   1 PAM10_20230417_070000.wav
36,39,Blue-headed Vireo,0.1167,   1 PAM10_20230417_070000.wav
36,39,Red-eyed Vireo,0.2911,   1 PAM10_20230417_070000.wav
39,42,Red-eyed Vireo,0.4747,   1 PAM10_20230417_070000.wav
42,45,Red-eyed Vireo,0.1839,   1 PAM10_20230417_070000.wav
48,51,Red-eyed Vireo,0.7749,   1 PAM10_20230417_070000.wav
51,54,Red-eyed Vireo,0.4726,   1 PAM10_20230417_070000.wav
54,57,Red-eyed Vireo,0.2697,   1 PAM10_20230417_070000.wav
57,60,Red-eyed Vireo,0.5226,   1 PAM10_20230417_070000.wav
6,9,Red-eyed Vireo,0.3373,   1 PAM10_20230417_070000.wav
9,12,Red-eyed Vireo,0.7809,   1 PAM10_20230417_070000.wav
0,3,Red-eyed Vireo,0.1583,   1 PAM10_20230417_071000.wav
15,18,Philadelphia Vireo,0.1235,   1 PAM10_20230417_071000.wav
15,18,Red-eyed Vireo,0.2034,   1 PAM10_20230417_071000.wav
18,21,Red-eyed Vireo,0.2811,   1 PAM10_20230417_071000.wav
21,24,Red-eyed Vireo,0.2209,   1 PAM10_20230417_071000.wav
24,27,Red-eyed Vireo,0.324,   1 PAM10_20230417_071000.wav
27,30,Red-eyed Vireo,0.1712,   1 PAM10_20230417_071000.wav
3,6,Red-eyed Vireo,0.2334,   1 PAM10_20230417_071000.wav
30,33,Acadian Flycatcher,0.108,   1 PAM10_20230417_071000.wav
30,33,Red-eyed Vireo,0.3535,   1 PAM10_20230417_071000.wav
33,36,Red-eyed Vireo,0.7021,   1 PAM10_20230417_071000.wav
36,39,Red-eyed Vireo,0.5053,   1 PAM10_20230417_071000.wav
39,42,Red-eyed Vireo,0.3207,   1 PAM10_20230417_071000.wav
42,45,Red-eyed Vireo,0.7403,   1 PAM10_20230417_071000.wav
45,48,Red-eyed Vireo,0.2352,   1 PAM10_20230417_071000.wav
48,51,Red-eyed Vireo,0.1172,   1 PAM10_20230417_071000.wav
51,54,Red-eyed Vireo,0.2252,   1 PAM10_20230417_071000.wav
57,60,Red-eyed Vireo,0.1512,   1 PAM10_20230417_071000.wav
6,9,Red-eyed Vireo,0.2192,   1 PAM10_20230417_071000.wav
9,12,Hooded Warbler,0.1121,   1 PAM10_20230417_071000.wav
9,12,Red-eyed Vireo,0.4181,   1 PAM10_20230417_071000.wav
0,3,Red-eyed Vireo,0.4081,   1 PAM10_20230417_072000.wav
12,15,Red-eyed Vireo,0.1794,   1 PAM10_20230417_072000.wav
15,18,Red-eyed Vireo,0.31,   1 PAM10_20230417_072000.wav
18,21,Acadian Flycatcher,0.1036,   1 PAM10_20230417_072000.wav
18,21,Red-eyed Vireo,0.3183,   1 PAM10_20230417_072000.wav
21,24,Red-eyed Vireo,0.4553,   1 PAM10_20230417_072000.wav
24,27,Red-eyed Vireo,0.2775,   1 PAM10_20230417_072000.wav
27,30,Acadian Flycatcher,0.1117,   1 PAM10_20230417_072000.wav
27,30,Red-eyed Vireo,0.1118,   1 PAM10_20230417_072000.wav
3,6,Red-eyed Vireo,0.3582,   1 PAM10_20230417_072000.wav
30,33,Red-eyed Vireo,0.136,   1 PAM10_20230417_072000.wav
33,36,Red-eyed Vireo,0.3219,   1 PAM10_20230417_072000.wav
36,39,Red-eyed Vireo,0.4952,   1 PAM10_20230417_072000.wav
39,42,Red-eyed Vireo,0.6291,   1 PAM10_20230417_072000.wav
42,45,Red-eyed Vireo,0.2893,   1 PAM10_20230417_072000.wav
45,48,Red-eyed Vireo,0.4949,   1 PAM10_20230417_072000.wav
48,51,Acadian Flycatcher,0.1152,   1 PAM10_20230417_072000.wav
48,51,Red-eyed Vireo,0.3159,   1 PAM10_20230417_072000.wav
51,54,Red-eyed Vireo,0.5606,   1 PAM10_20230417_072000.wav
54,57,Eastern Wood-Pewee,0.1304,   1 PAM10_20230417_072000.wav
57,60,Red-eyed Vireo,0.2555,   1 PAM10_20230417_072000.wav
6,9,Red-eyed Vireo,0.277,   1 PAM10_20230417_072000.wav
9,12,Red-eyed Vireo,0.1228,   1 PAM10_20230417_072000.wav
12,15,Red-eyed Vireo,0.1859,   1 PAM10_20230417_073000.wav
15,18,Red-eyed Vireo,0.1748,   1 PAM10_20230417_073000.wav
18,21,Red-eyed Vireo,0.3061,   1 PAM10_20230417_073000.wav
21,24,Black-throated Green Warbler,0.1055,   1 PAM10_20230417_073000.wav
21,24,Red-eyed Vireo,0.1658,   1 PAM10_20230417_073000.wav
24,27,Philadelphia Vireo,0.1411,   1 PAM10_20230417_073000.wav
24,27,Red-eyed Vireo,0.307,   1 PAM10_20230417_073000.wav
27,30,Red-eyed Vireo,0.1415,   1 PAM10_20230417_073000.wav
3,6,Red-eyed Vireo,0.1757,   1 PAM10_20230417_073000.wav
30,33,Red-eyed Vireo,0.3846,   1 PAM10_20230417_073000.wav
33,36,Red-eyed Vireo,0.1233,   1 PAM10_20230417_073000.wav
36,39,Red-eyed Vireo,0.1693,   1 PAM10_20230417_073000.wav
39,42,Red-eyed Vireo,0.167,   1 PAM10_20230417_073000.wav
45,48,Red-eyed Vireo,0.1087,   1 PAM10_20230417_073000.wav
48,51,Kentucky Warbler,0.1199,   1 PAM10_20230417_073000.wav
48,51,Red-eyed Vireo,0.5445,   1 PAM10_20230417_073000.wav
51,54,Red-eyed Vireo,0.1077,   1 PAM10_20230417_073000.wav
54,57,Red-eyed Vireo,0.1743,   1 PAM10_20230417_073000.wav
57,60,Red-eyed Vireo,0.2398,   1 PAM10_20230417_073000.wav
6,9,Acadian Flycatcher,0.1149,   1 PAM10_20230417_073000.wav
9,12,Red-eyed Vireo,0.1918,   1 PAM10_20230417_073000.wav
0,3,Red-eyed Vireo,0.2704,   1 PAM10_20230417_074000.wav
12,15,Acadian Flycatcher,0.1027,   1 PAM10_20230417_074000.wav
12,15,Red-eyed Vireo,0.1694,   1 PAM10_20230417_074000.wav
15,18,Pileated Woodpecker,0.1896,   1 PAM10_20230417_074000.wav
15,18,Red-eyed Vireo,0.1624,   1 PAM10_20230417_074000.wav
18,21,Red-eyed Vireo,0.5099,   1 PAM10_20230417_074000.wav
21,24,Red-eyed Vireo,0.6155,   1 PAM10_20230417_074000.wav
24,27,Blue-headed Vireo,0.2659,   1 PAM10_20230417_074000.wav
27,30,Red-eyed Vireo,0.3832,   1 PAM10_20230417_074000.wav
3,6,Acadian Flycatcher,0.1064,   1 PAM10_20230417_074000.wav
3,6,Red-eyed Vireo,0.3746,   1 PAM10_20230417_074000.wav
30,33,Blue-headed Vireo,0.304,   1 PAM10_20230417_074000.wav
30,33,Red-eyed Vireo,0.1849,   1 PAM10_20230417_074000.wav
33,36,Red-eyed Vireo,0.292,   1 PAM10_20230417_074000.wav
36,39,Red-eyed Vireo,0.6097,   1 PAM10_20230417_074000.wav
39,42,Red-eyed Vireo,0.3152,   1 PAM10_20230417_074000.wav
42,45,Andean Solitaire,0.2515,   1 PAM10_20230417_074000.wav
42,45,Red-eyed Vireo,0.4002,   1 PAM10_20230417_074000.wav
45,48,Blue-headed Vireo,0.522,   1 PAM10_20230417_074000.wav
45,48,Red-eyed Vireo,0.4121,   1 PAM10_20230417_074000.wav
48,51,Red-eyed Vireo,0.3945,   1 PAM10_20230417_074000.wav
51,54,Red-eyed Vireo,0.2372,   1 PAM10_20230417_074000.wav
54,57,Red-eyed Vireo,0.4046,   1 PAM10_20230417_074000.wav
57,60,Andean Solitaire,0.4739,   1 PAM10_20230417_074000.wav
57,60,Blue-headed Vireo,0.1502,   1 PAM10_20230417_074000.wav
57,60,Pileated Woodpecker,0.1887,   1 PAM10_20230417_074000.wav
57,60,Red-eyed Vireo,0.2554,   1 PAM10_20230417_074000.wav
6,9,Red-eyed Vireo,0.686,   1 PAM10_20230417_074000.wav
9,12,Pileated Woodpecker,0.1256,   1 PAM10_20230417_074000.wav
9,12,Red-eyed Vireo,0.1461,   1 PAM10_20230417_074000.wav
0,3,Red-eyed Vireo,0.5048,   1 PAM10_20230417_075000.wav
12,15,Red-eyed Vireo,0.6964,   1 PAM10_20230417_075000.wav
15,18,Red-eyed Vireo,0.7195,   1 PAM10_20230417_075000.wav
18,21,Red-eyed Vireo,0.8964,   1 PAM10_20230417_075000.wav
21,24,Red-eyed Vireo,0.4076,   1 PAM10_20230417_075000.wav
24,27,Philadelphia Vireo,0.118,   1 PAM10_20230417_075000.wav
24,27,Red-eyed Vireo,0.8177,   1 PAM10_20230417_075000.wav
27,30,Red-eyed Vireo,0.7536,   1 PAM10_20230417_075000.wav
3,6,Acadian Flycatcher,0.2184,   1 PAM10_20230417_075000.wav
3,6,Red-eyed Vireo,0.6225,   1 PAM10_20230417_075000.wav
30,33,Red-eyed Vireo,0.5686,   1 PAM10_20230417_075000.wav
30,33,Scarlet Tanager,0.1461,   1 PAM10_20230417_075000.wav
33,36,Red-eyed Vireo,0.7186,   1 PAM10_20230417_075000.wav
36,39,Red-eyed Vireo,0.7944,   1 PAM10_20230417_075000.wav
39,42,Red-eyed Vireo,0.6318,   1 PAM10_20230417_075000.wav
42,45,Andean Solitaire,0.2514,   1 PAM10_20230417_075000.wav
42,45,Red-eyed Vireo,0.6667,   1 PAM10_20230417_075000.wav
45,48,Philadelphia Vireo,0.1767,   1 PAM10_20230417_075000.wav
45,48,Red-eyed Vireo,0.7189,   1 PAM10_20230417_075000.wav
48,51,Red-eyed Vireo,0.5572,   1 PAM10_20230417_075000.wav
51,54,Blue-headed Vireo,0.1569,   1 PAM10_20230417_075000.wav
51,54,Red-eyed Vireo,0.4849,   1 PAM10_20230417_075000.wav
54,57,Red-eyed Vireo,0.6908,   1 PAM10_20230417_075000.wav
57,60,Acadian Flycatcher,0.151,   1 PAM10_20230417_075000.wav
57,60,Red-eyed Vireo,0.5193,   1 PAM10_20230417_075000.wav
6,9,Blue-headed Vireo,0.1573,   1 PAM10_20230417_075000.wav
6,9,Red-eyed Vireo,0.6937,   1 PAM10_20230417_075000.wav
9,12,Andean Solitaire,0.8496,   1 PAM10_20230417_075000.wav
9,12,Red-eyed Vireo,0.5362,   1 PAM10_20230417_075000.wav
0,3,Red-eyed Vireo,0.8708,   1 PAM10_20230417_080000.wav
12,15,Red-eyed Vireo,0.7137,   1 PAM10_20230417_080000.wav
15,18,Andean Solitaire,0.414,   1 PAM10_20230417_080000.wav
15,18,Blue-headed Vireo,0.21,   1 PAM10_20230417_080000.wav
15,18,Red-eyed Vireo,0.2317,   1 PAM10_20230417_080000.wav
18,21,Red-eyed Vireo,0.8078,   1 PAM10_20230417_080000.wav
21,24,Acadian Flycatcher,0.1051,   1 PAM10_20230417_080000.wav
21,24,Red-eyed Vireo,0.6477,   1 PAM10_20230417_080000.wav
24,27,Red-eyed Vireo,0.6847,   1 PAM10_20230417_080000.wav
27,30,Red-eyed Vireo,0.7752,   1 PAM10_20230417_080000.wav
3,6,Red-eyed Vireo,0.5377,   1 PAM10_20230417_080000.wav
30,33,Kentucky Warbler,0.107,   1 PAM10_20230417_080000.wav
30,33,Red-eyed Vireo,0.4155,   1 PAM10_20230417_080000.wav
33,36,Blue-headed Vireo,0.1054,   1 PAM10_20230417_080000.wav
33,36,Red-eyed Vireo,0.7909,   1 PAM10_20230417_080000.wav
36,39,Red-eyed Vireo,0.4367,   1 PAM10_20230417_080000.wav
39,42,Andean Solitaire,0.7217,   1 PAM10_20230417_080000.wav
39,42,Blue-headed Vireo,0.2582,   1 PAM10_20230417_080000.wav
39,42,Red-eyed Vireo,0.4106,   1 PAM10_20230417_080000.wav
42,45,Philadelphia Vireo,0.1093,   1 PAM10_20230417_080000.wav
42,45,Red-eyed Vireo,0.9301,   1 PAM10_20230417_080000.wav
45,48,Blue-headed Vireo,0.1054,   1 PAM10_20230417_080000.wav
45,48,Red-eyed Vireo,0.4557,   1 PAM10_20230417_080000.wav
48,51,Red-eyed Vireo,0.3379,   1 PAM10_20230417_080000.wav
51,54,Acadian Flycatcher,0.1767,   1 PAM10_20230417_080000.wav
51,54,Red-eyed Vireo,0.7586,   1 PAM10_20230417_080000.wav
54,57,Red-eyed Vireo,0.182,   1 PAM10_20230417_080000.wav
57,60,Andean Solitaire,0.8964,   1 PAM10_20230417_080000.wav
6,9,Blue-headed Vireo,0.3637,   1 PAM10_20230417_080000.wav
6,9,Red-eyed Vireo,0.6511,   1 PAM10_20230417_080000.wav
9,12,Red-eyed Vireo,0.7544,   1 PAM10_20230417_080000.wav
15,18,Swainson's Warbler,0.1342,   1 PAM10_20230417_081000.wav
18,21,Red-eyed Vireo,0.2986,   1 PAM10_20230417_081000.wav
21,24,Acadian Flycatcher,0.6898,   1 PAM10_20230417_081000.wav
21,24,Swainson's Warbler,0.1547,   1 PAM10_20230417_081000.wav
24,27,Acadian Flycatcher,0.1126,   1 PAM10_20230417_081000.wav
24,27,Carolina Wren,0.1117,   1 PAM10_20230417_081000.wav
27,30,Red-eyed Vireo,0.2327,   1 PAM10_20230417_081000.wav
3,6,Acadian Flycatcher,0.1989,   1 PAM10_20230417_081000.wav
3,6,Red-eyed Vireo,0.2195,   1 PAM10_20230417_081000.wav
33,36,Red-eyed Vireo,0.2048,   1 PAM10_20230417_081000.wav
36,39,Red-eyed Vireo,0.1606,   1 PAM10_20230417_081000.wav
39,42,Red-eyed Vireo,0.1648,   1 PAM10_20230417_081000.wav
42,45,Acadian Flycatcher,0.1667,   1 PAM10_20230417_081000.wav
42,45,Red-eyed Vireo,0.4066,   1 PAM10_20230417_081000.wav
45,48,Acadian Flycatcher,0.1044,   1 PAM10_20230417_081000.wav
45,48,Swainson's Warbler,0.1161,   1 PAM10_20230417_081000.wav
48,51,Acadian Flycatcher,0.135,   1 PAM10_20230417_081000.wav
48,51,Red-eyed Vireo,0.5114,   1 PAM10_20230417_081000.wav
51,54,Kentucky Warbler,0.1344,   1 PAM10_20230417_081000.wav
51,54,Pine Warbler,0.294,   1 PAM10_20230417_081000.wav
54,57,Swainson's Warbler,0.105,   1 PAM10_20230417_081000.wav
57,60,Acadian Flycatcher,0.1498,   1 PAM10_20230417_081000.wav
57,60,Red-eyed Vireo,0.7198,   1 PAM10_20230417_081000.wav
0,3,Red-eyed Vireo,0.1126,   1 PAM10_20230417_082000.wav
12,15,Acadian Flycatcher,0.1149,   1 PAM10_20230417_082000.wav
12,15,Swainson's Warbler,0.1521,   1 PAM10_20230417_082000.wav
18,21,Acadian Flycatcher,0.1521,   1 PAM10_20230417_082000.wav
18,21,Red-eyed Vireo,0.5159,   1 PAM10_20230417_082000.wav
21,24,Red-eyed Vireo,0.5622,   1 PAM10_20230417_082000.wav
24,27,Red-eyed Vireo,0.2842,   1 PAM10_20230417_082000.wav
27,30,Red-eyed Vireo,0.2048,   1 PAM10_20230417_082000.wav
3,6,Acadian Flycatcher,0.2218,   1 PAM10_20230417_082000.wav
3,6,Red-eyed Vireo,0.2774,   1 PAM10_20230417_082000.wav
30,33,Black-headed Nightingale-Thrush,0.2827,   1 PAM10_20230417_082000.wav
30,33,Slate-colored Solitaire,0.1288,   1 PAM10_20230417_082000.wav
33,36,Blue-headed Vireo,0.1266,   1 PAM10_20230417_082000.wav
33,36,Red-eyed Vireo,0.2465,   1 PAM10_20230417_082000.wav
39,42,Red-eyed Vireo,0.3072,   1 PAM10_20230417_082000.wav
42,45,Red-eyed Vireo,0.3362,   1 PAM10_20230417_082000.wav
48,51,Blue-headed Vireo,0.2539,   1 PAM10_20230417_082000.wav
48,51,Red-eyed Vireo,0.3677,   1 PAM10_20230417_082000.wav
51,54,Red-eyed Vireo,0.1856,   1 PAM10_20230417_082000.wav
54,57,Red-eyed Vireo,0.3712,   1 PAM10_20230417_082000.wav
57,60,Red-eyed Vireo,0.3665,   1 PAM10_20230417_082000.wav
6,9,Red-eyed Vireo,0.3469,   1 PAM10_20230417_082000.wav
6,9,Wood Thrush,0.1044,   1 PAM10_20230417_082000.wav
9,12,Red-eyed Vireo,0.4336,   1 PAM10_20230417_082000.wav
0,3,Red-eyed Vireo,0.7967,   1 PAM10_20230417_083000.wav
12,15,Red-eyed Vireo,0.4277,   1 PAM10_20230417_083000.wav
15,18,Red-eyed Vireo,0.4748,   1 PAM10_20230417_083000.wav
18,21,Scarlet Tanager,0.1366,   1 PAM10_20230417_083000.wav
21,24,Red-eyed Vireo,0.4919,   1 PAM10_20230417_083000.wav
24,27,Acadian Flycatcher,0.1011,   1 PAM10_20230417_083000.wav
24,27,Red-eyed Vireo,0.5165,   1 PAM10_20230417_083000.wav
27,30,Red-eyed Vireo,0.4885,   1 PAM10_20230417_083000.wav
3,6,Blue-headed Vireo,0.2835,   1 PAM10_20230417_083000.wav
3,6,Red-eyed Vireo,0.2265,   1 PAM10_20230417_083000.wav
30,33,Red-eyed Vireo,0.3901,   1 PAM10_20230417_083000.wav
33,36,Red-eyed Vireo,0.1192,   1 PAM10_20230417_083000.wav
36,39,Red-eyed Vireo,0.495,   1 PAM10_20230417_083000.wav
39,42,Red-eyed Vireo,0.3874,   1 PAM10_20230417_083000.wav
42,45,Red-eyed Vireo,0.1197,   1 PAM10_20230417_083000.wav
48,51,Andean Solitaire,0.695,   1 PAM10_20230417_083000.wav
48,51,Blue-headed Vireo,0.1473,   1 PAM10_20230417_083000.wav
48,51,Red-eyed Vireo,0.1711,   1 PAM10_20230417_083000.wav
51,54,Red-eyed Vireo,0.1504,   1 PAM10_20230417_083000.wav
51,54,Swainson's Warbler,0.1379,   1 PAM10_20230417_083000.wav
54,57,Yellow-throated Vireo,0.3389,   1 PAM10_20230417_083000.wav
57,60,Philadelphia Vireo,0.1774,   1 PAM10_20230417_083000.wav
6,9,Red-eyed Vireo,0.2248,   1 PAM10_20230417_083000.wav
6,9,Swainson's Warbler,0.1048,   1 PAM10_20230417_083000.wav
9,12,Red-eyed Vireo,0.7472,   1 PAM10_20230417_083000.wav
0,3,Red-eyed Vireo,0.5307,   1 PAM10_20230417_084000.wav
12,15,Red-eyed Vireo,0.6157,   1 PAM10_20230417_084000.wav
15,18,Red-eyed Vireo,0.533,   1 PAM10_20230417_084000.wav
18,21,Andean Solitaire,0.6629,   1 PAM10_20230417_084000.wav
18,21,Red-eyed Vireo,0.436,   1 PAM10_20230417_084000.wav
21,24,Red-eyed Vireo,0.7564,   1 PAM10_20230417_084000.wav
24,27,Red-eyed Vireo,0.4772,   1 PAM10_20230417_084000.wav
27,30,Philadelphia Vireo,0.1061,   1 PAM10_20230417_084000.wav
27,30,Red-eyed Vireo,0.657,   1 PAM10_20230417_084000.wav
3,6,Philadelphia Vireo,0.1161,   1 PAM10_20230417_084000.wav
3,6,Red-eyed Vireo,0.6615,   1 PAM10_20230417_084000.wav
30,33,Red-eyed Vireo,0.5593,   1 PAM10_20230417_084000.wav
33,36,Red-eyed Vireo,0.5625,   1 PAM10_20230417_084000.wav
36,39,Blue-headed Vireo,0.1022,   1 PAM10_20230417_084000.wav
