Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
45,48,Red-eyed Vireo,0.1531,   1 PAM10_20230425_091000.wav
48,51,Red-eyed Vireo,0.1736,   1 PAM10_20230425_091000.wav
54,57,Red-eyed Vireo,0.5665,   1 PAM10_20230425_091000.wav
6,9,Red-eyed Vireo,0.2397,   1 PAM10_20230425_091000.wav
9,12,Red-eyed Vireo,0.3616,   1 PAM10_20230425_091000.wav
27,30,Red-eyed Vireo,0.2508,   1 PAM10_20230425_092000.wav
36,39,Northern Cardinal,0.1904,   1 PAM10_20230425_092000.wav
36,39,Red-eyed Vireo,0.1884,   1 PAM10_20230425_092000.wav
39,42,Red-eyed Vireo,0.1727,   1 PAM10_20230425_092000.wav
42,45,Red-eyed Vireo,0.1322,   1 PAM10_20230425_092000.wav
45,48,Red-eyed Vireo,0.2048,   1 PAM10_20230425_092000.wav
45,48,Worm-eating Warbler,0.1153,   1 PAM10_20230425_092000.wav
51,54,Red-eyed Vireo,0.1063,   1 PAM10_20230425_092000.wav
0,3,Red-eyed Vireo,0.2238,   1 PAM10_20230425_093000.wav
12,15,Red-eyed Vireo,0.3485,   1 PAM10_20230425_093000.wav
15,18,Cerulean Warbler,0.1069,   1 PAM10_20230425_093000.wav
15,18,Red-eyed Vireo,0.1119,   1 PAM10_20230425_093000.wav
18,21,Red-eyed Vireo,0.3678,   1 PAM10_20230425_093000.wav
21,24,Red-eyed Vireo,0.2006,   1 PAM10_20230425_093000.wav
24,27,Kentucky Warbler,0.1239,   1 PAM10_20230425_093000.wav
24,27,Red-eyed Vireo,0.527,   1 PAM10_20230425_093000.wav
27,30,Red-eyed Vireo,0.2759,   1 PAM10_20230425_093000.wav
3,6,Red-eyed Vireo,0.7658,   1 PAM10_20230425_093000.wav
30,33,Red-eyed Vireo,0.181,   1 PAM10_20230425_093000.wav
33,36,Red-eyed Vireo,0.2146,   1 PAM10_20230425_093000.wav
36,39,Kentucky Warbler,0.123,   1 PAM10_20230425_093000.wav
36,39,Red-eyed Vireo,0.2624,   1 PAM10_20230425_093000.wav
39,42,Red-eyed Vireo,0.2507,   1 PAM10_20230425_093000.wav
42,45,Acadian Flycatcher,0.1184,   1 PAM10_20230425_093000.wav
42,45,Kentucky Warbler,0.1028,   1 PAM10_20230425_093000.wav
42,45,Red-eyed Vireo,0.2947,   1 PAM10_20230425_093000.wav
45,48,Red-eyed Vireo,0.1367,   1 PAM10_20230425_093000.wav
48,51,Red-eyed Vireo,0.5305,   1 PAM10_20230425_093000.wav
51,54,Red-eyed Vireo,0.1949,   1 PAM10_20230425_093000.wav
54,57,Red-eyed Vireo,0.3588,   1 PAM10_20230425_093000.wav
57,60,Red-eyed Vireo,0.2954,   1 PAM10_20230425_093000.wav
6,9,Kentucky Warbler,0.1097,   1 PAM10_20230425_093000.wav
6,9,Red-eyed Vireo,0.16,   1 PAM10_20230425_093000.wav
9,12,Red-eyed Vireo,0.7882,   1 PAM10_20230425_093000.wav
0,3,Red-eyed Vireo,0.7043,   1 PAM10_20230425_094000.wav
12,15,Northern Parula,0.2196,   1 PAM10_20230425_094000.wav
15,18,Red-eyed Vireo,0.6142,   1 PAM10_20230425_094000.wav
18,21,Red-eyed Vireo,0.6675,   1 PAM10_20230425_094000.wav
21,24,Red-eyed Vireo,0.4038,   1 PAM10_20230425_094000.wav
24,27,Red-eyed Vireo,0.3624,   1 PAM10_20230425_094000.wav
27,30,Red-eyed Vireo,0.5658,   1 PAM10_20230425_094000.wav
3,6,Northern Parula,0.1284,   1 PAM10_20230425_094000.wav
3,6,Worm-eating Warbler,0.1938,   1 PAM10_20230425_094000.wav
30,33,Red-eyed Vireo,0.5931,   1 PAM10_20230425_094000.wav
33,36,Red-eyed Vireo,0.7915,   1 PAM10_20230425_094000.wav
36,39,Red-eyed Vireo,0.5507,   1 PAM10_20230425_094000.wav
39,42,Red-eyed Vireo,0.4212,   1 PAM10_20230425_094000.wav
42,45,Red-eyed Vireo,0.1645,   1 PAM10_20230425_094000.wav
45,48,Hooded Warbler,0.1484,   1 PAM10_20230425_094000.wav
45,48,Red-eyed Vireo,0.1084,   1 PAM10_20230425_094000.wav
48,51,Red-eyed Vireo,0.2805,   1 PAM10_20230425_094000.wav
51,54,Red-eyed Vireo,0.6438,   1 PAM10_20230425_094000.wav
54,57,Red-eyed Vireo,0.4827,   1 PAM10_20230425_094000.wav
57,60,Red-eyed Vireo,0.2036,   1 PAM10_20230425_094000.wav
6,9,Red-eyed Vireo,0.3469,   1 PAM10_20230425_094000.wav
9,12,Worm-eating Warbler,0.2377,   1 PAM10_20230425_094000.wav
0,3,Red-eyed Vireo,0.3103,   1 PAM10_20230425_095000.wav
12,15,Worm-eating Warbler,0.4641,   1 PAM10_20230425_095000.wav
18,21,Blue-headed Vireo,0.1079,   1 PAM10_20230425_095000.wav
18,21,Red-eyed Vireo,0.4525,   1 PAM10_20230425_095000.wav
21,24,Red-eyed Vireo,0.3509,   1 PAM10_20230425_095000.wav
24,27,Worm-eating Warbler,0.3315,   1 PAM10_20230425_095000.wav
27,30,Worm-eating Warbler,0.2388,   1 PAM10_20230425_095000.wav
3,6,Red-eyed Vireo,0.1401,   1 PAM10_20230425_095000.wav
30,33,Red-eyed Vireo,0.2314,   1 PAM10_20230425_095000.wav
33,36,Red-eyed Vireo,0.2964,   1 PAM10_20230425_095000.wav
36,39,Red-eyed Vireo,0.5867,   1 PAM10_20230425_095000.wav
39,42,Red-eyed Vireo,0.1828,   1 PAM10_20230425_095000.wav
42,45,Acadian Flycatcher,0.5479,   1 PAM10_20230425_095000.wav
48,51,Red-eyed Vireo,0.6008,   1 PAM10_20230425_095000.wav
51,54,Brown-headed Cowbird,0.1096,   1 PAM10_20230425_095000.wav
57,60,Red-eyed Vireo,0.1442,   1 PAM10_20230425_095000.wav
6,9,Blue-headed Vireo,0.1066,   1 PAM10_20230425_095000.wav
6,9,Red-eyed Vireo,0.33,   1 PAM10_20230425_095000.wav
9,12,Acadian Flycatcher,0.1251,   1 PAM10_20230425_095000.wav
9,12,Red-eyed Vireo,0.3513,   1 PAM10_20230425_095000.wav
0,3,Pine Warbler,0.2214,   1 PAM10_20230425_100000.wav
0,3,Red-eyed Vireo,0.1958,   1 PAM10_20230425_100000.wav
12,15,Pine Warbler,0.7462,   1 PAM10_20230425_100000.wav
12,15,Red-eyed Vireo,0.1027,   1 PAM10_20230425_100000.wav
12,15,Worm-eating Warbler,0.2142,   1 PAM10_20230425_100000.wav
15,18,Red-eyed Vireo,0.9461,   1 PAM10_20230425_100000.wav
18,21,Red-eyed Vireo,0.8335,   1 PAM10_20230425_100000.wav
21,24,Red-eyed Vireo,0.3693,   1 PAM10_20230425_100000.wav
21,24,Worm-eating Warbler,0.1506,   1 PAM10_20230425_100000.wav
24,27,Red-eyed Vireo,0.6732,   1 PAM10_20230425_100000.wav
27,30,Red-eyed Vireo,0.804,   1 PAM10_20230425_100000.wav
3,6,Pine Warbler,0.1686,   1 PAM10_20230425_100000.wav
3,6,Red-eyed Vireo,0.1144,   1 PAM10_20230425_100000.wav
30,33,Red-eyed Vireo,0.7652,   1 PAM10_20230425_100000.wav
33,36,Red-eyed Vireo,0.8305,   1 PAM10_20230425_100000.wav
36,39,Red-eyed Vireo,0.6787,   1 PAM10_20230425_100000.wav
39,42,Acadian Flycatcher,0.4303,   1 PAM10_20230425_100000.wav
39,42,Red-eyed Vireo,0.4305,   1 PAM10_20230425_100000.wav
42,45,Red-eyed Vireo,0.8624,   1 PAM10_20230425_100000.wav
45,48,Pine Warbler,0.3545,   1 PAM10_20230425_100000.wav
45,48,Red-eyed Vireo,0.1213,   1 PAM10_20230425_100000.wav
48,51,Red-eyed Vireo,0.612,   1 PAM10_20230425_100000.wav
51,54,Blue-headed Vireo,0.126,   1 PAM10_20230425_100000.wav
51,54,Red-eyed Vireo,0.4351,   1 PAM10_20230425_100000.wav
54,57,Acadian Flycatcher,0.2509,   1 PAM10_20230425_100000.wav
54,57,Kentucky Warbler,0.1022,   1 PAM10_20230425_100000.wav
54,57,Red-eyed Vireo,0.5203,   1 PAM10_20230425_100000.wav
57,60,Red-eyed Vireo,0.4733,   1 PAM10_20230425_100000.wav
6,9,Red-eyed Vireo,0.7721,   1 PAM10_20230425_100000.wav
9,12,Red-eyed Vireo,0.6014,   1 PAM10_20230425_100000.wav
0,3,Red-eyed Vireo,0.2336,   1 PAM10_20230425_101000.wav
12,15,Red-eyed Vireo,0.1783,   1 PAM10_20230425_101000.wav
15,18,Tufted Titmouse,0.1049,   1 PAM10_20230425_101000.wav
18,21,Red-eyed Vireo,0.3251,   1 PAM10_20230425_101000.wav
21,24,Red-eyed Vireo,0.2015,   1 PAM10_20230425_101000.wav
24,27,Acadian Flycatcher,0.2379,   1 PAM10_20230425_101000.wav
27,30,Red-eyed Vireo,0.1305,   1 PAM10_20230425_101000.wav
33,36,Red-eyed Vireo,0.2192,   1 PAM10_20230425_101000.wav
36,39,Red-eyed Vireo,0.141,   1 PAM10_20230425_101000.wav
39,42,Red-eyed Vireo,0.2961,   1 PAM10_20230425_101000.wav
42,45,Red-eyed Vireo,0.1975,   1 PAM10_20230425_101000.wav
45,48,Acadian Flycatcher,0.1071,   1 PAM10_20230425_101000.wav
45,48,Red-eyed Vireo,0.2319,   1 PAM10_20230425_101000.wav
51,54,Rufous-capped Babbler,0.1166,   1 PAM10_20230425_101000.wav
51,54,Tufted Titmouse,0.5066,   1 PAM10_20230425_101000.wav
54,57,Red-eyed Vireo,0.209,   1 PAM10_20230425_101000.wav
57,60,Red-eyed Vireo,0.286,   1 PAM10_20230425_101000.wav
6,9,Red-eyed Vireo,0.2018,   1 PAM10_20230425_101000.wav
9,12,Red-eyed Vireo,0.226,   1 PAM10_20230425_101000.wav
24,27,American Robin,0.1753,   1 PAM10_20230425_102000.wav
24,27,Hermit Thrush,0.1093,   1 PAM10_20230425_102000.wav
6,9,Eurasian Curlew,0.27,   1 PAM10_20230425_102000.wav
0,3,Hermit Thrush,0.27,   1 PAM10_20230425_103000.wav
0,3,White-crowned Sparrow,0.2423,   1 PAM10_20230425_103000.wav
24,27,White-crowned Sparrow,0.1142,   1 PAM10_20230425_103000.wav
27,30,White-crowned Sparrow,0.1515,   1 PAM10_20230425_103000.wav
33,36,White-crowned Sparrow,0.1463,   1 PAM10_20230425_103000.wav
6,9,Hermit Thrush,0.1685,   1 PAM10_20230425_103000.wav
6,9,White-crowned Sparrow,0.3294,   1 PAM10_20230425_103000.wav
9,12,White-crowned Sparrow,0.2276,   1 PAM10_20230425_103000.wav
0,3,Northern Cardinal,0.4404,   1 PAM10_20230425_104000.wav
30,33,Red-eyed Vireo,0.3368,   1 PAM10_20230425_104000.wav
33,36,Red-eyed Vireo,0.1097,   1 PAM10_20230425_104000.wav
39,42,Red-eyed Vireo,0.1962,   1 PAM10_20230425_104000.wav
42,45,Red-eyed Vireo,0.1027,   1 PAM10_20230425_104000.wav
45,48,Red-eyed Vireo,0.1343,   1 PAM10_20230425_104000.wav
48,51,Red-eyed Vireo,0.1952,   1 PAM10_20230425_104000.wav
51,54,Red-eyed Vireo,0.2634,   1 PAM10_20230425_104000.wav
54,57,Red-eyed Vireo,0.1062,   1 PAM10_20230425_104000.wav
57,60,Red-eyed Vireo,0.3168,   1 PAM10_20230425_104000.wav
0,3,Baltimore Oriole,0.1478,   1 PAM10_20230425_105000.wav
45,48,Acadian Flycatcher,0.1037,   1 PAM10_20230425_105000.wav
45,48,Red-eyed Vireo,0.3495,   1 PAM10_20230425_105000.wav
48,51,Red-eyed Vireo,0.2615,   1 PAM10_20230425_105000.wav
51,54,Red-eyed Vireo,0.3348,   1 PAM10_20230425_105000.wav
54,57,Red-eyed Vireo,0.1812,   1 PAM10_20230425_105000.wav
57,60,Red-eyed Vireo,0.2534,   1 PAM10_20230425_105000.wav
15,18,Red-eyed Vireo,0.2901,   1 PAM10_20230425_110000.wav
18,21,Red-eyed Vireo,0.1514,   1 PAM10_20230425_110000.wav
21,24,Blue-headed Vireo,0.1821,   1 PAM10_20230425_110000.wav
21,24,Yellow-throated Vireo,0.1084,   1 PAM10_20230425_110000.wav
24,27,Acadian Flycatcher,0.1291,   1 PAM10_20230425_110000.wav
24,27,Red-eyed Vireo,0.4021,   1 PAM10_20230425_110000.wav
3,6,Acadian Flycatcher,0.1854,   1 PAM10_20230425_110000.wav
33,36,Acadian Flycatcher,0.1672,   1 PAM10_20230425_110000.wav
33,36,Red-eyed Vireo,0.19,   1 PAM10_20230425_110000.wav
36,39,Red-eyed Vireo,0.1648,   1 PAM10_20230425_110000.wav
39,42,Red-eyed Vireo,0.1976,   1 PAM10_20230425_110000.wav
42,45,Acadian Flycatcher,0.2553,   1 PAM10_20230425_110000.wav
42,45,Kentucky Warbler,0.1111,   1 PAM10_20230425_110000.wav
45,48,Red-eyed Vireo,0.265,   1 PAM10_20230425_110000.wav
48,51,Red-eyed Vireo,0.2588,   1 PAM10_20230425_110000.wav
51,54,Red-eyed Vireo,0.4173,   1 PAM10_20230425_110000.wav
54,57,Red-eyed Vireo,0.3275,   1 PAM10_20230425_110000.wav
57,60,Red-eyed Vireo,0.1579,   1 PAM10_20230425_110000.wav
9,12,Red-eyed Vireo,0.2091,   1 PAM10_20230425_110000.wav
0,3,Scarlet Tanager,0.144,   1 PAM10_20230425_111000.wav
12,15,Red-eyed Vireo,0.5379,   1 PAM10_20230425_111000.wav
18,21,Red-eyed Vireo,0.3725,   1 PAM10_20230425_111000.wav
21,24,Red-eyed Vireo,0.6084,   1 PAM10_20230425_111000.wav
27,30,Acadian Flycatcher,0.1585,   1 PAM10_20230425_111000.wav
27,30,Hooded Warbler,0.2132,   1 PAM10_20230425_111000.wav
27,30,Red-eyed Vireo,0.1232,   1 PAM10_20230425_111000.wav
3,6,Red-eyed Vireo,0.1477,   1 PAM10_20230425_111000.wav
30,33,Red-eyed Vireo,0.1949,   1 PAM10_20230425_111000.wav
36,39,Red-eyed Vireo,0.1152,   1 PAM10_20230425_111000.wav
39,42,Red-eyed Vireo,0.2701,   1 PAM10_20230425_111000.wav
42,45,Red-eyed Vireo,0.2979,   1 PAM10_20230425_111000.wav
48,51,Red-eyed Vireo,0.1258,   1 PAM10_20230425_111000.wav
51,54,Red-eyed Vireo,0.2313,   1 PAM10_20230425_111000.wav
54,57,Hooded Warbler,0.1948,   1 PAM10_20230425_111000.wav
57,60,Red-eyed Vireo,0.3722,   1 PAM10_20230425_111000.wav
6,9,Red-eyed Vireo,0.1224,   1 PAM10_20230425_111000.wav
9,12,Red-eyed Vireo,0.4887,   1 PAM10_20230425_111000.wav
0,3,Red-eyed Vireo,0.2871,   1 PAM10_20230425_112000.wav
12,15,Acadian Flycatcher,0.3771,   1 PAM10_20230425_112000.wav
12,15,Red-eyed Vireo,0.1861,   1 PAM10_20230425_112000.wav
15,18,Acadian Flycatcher,0.2208,   1 PAM10_20230425_112000.wav
15,18,Hooded Warbler,0.1069,   1 PAM10_20230425_112000.wav
15,18,Red-eyed Vireo,0.2887,   1 PAM10_20230425_112000.wav
15,18,Swainson's Warbler,0.279,   1 PAM10_20230425_112000.wav
18,21,Acadian Flycatcher,0.2714,   1 PAM10_20230425_112000.wav
18,21,Hooded Warbler,0.2135,   1 PAM10_20230425_112000.wav
18,21,Red-eyed Vireo,0.5506,   1 PAM10_20230425_112000.wav
18,21,Swainson's Warbler,0.1014,   1 PAM10_20230425_112000.wav
21,24,Engine,0.2203,   1 PAM10_20230425_112000.wav
21,24,Red-eyed Vireo,0.8115,   1 PAM10_20230425_112000.wav
24,27,Acadian Flycatcher,0.1357,   1 PAM10_20230425_112000.wav
24,27,Red-eyed Vireo,0.1831,   1 PAM10_20230425_112000.wav
27,30,Hooded Warbler,0.5784,   1 PAM10_20230425_112000.wav
27,30,Red-eyed Vireo,0.1766,   1 PAM10_20230425_112000.wav
30,33,Red-eyed Vireo,0.1973,   1 PAM10_20230425_112000.wav
33,36,Red-eyed Vireo,0.3577,   1 PAM10_20230425_112000.wav
36,39,Carolina Wren,0.1226,   1 PAM10_20230425_112000.wav
36,39,Red-eyed Vireo,0.4119,   1 PAM10_20230425_112000.wav
39,42,Acadian Flycatcher,0.3831,   1 PAM10_20230425_112000.wav
39,42,Hooded Warbler,0.3886,   1 PAM10_20230425_112000.wav
39,42,Swainson's Warbler,0.1413,   1 PAM10_20230425_112000.wav
42,45,Red-eyed Vireo,0.4941,   1 PAM10_20230425_112000.wav
45,48,Red-eyed Vireo,0.361,   1 PAM10_20230425_112000.wav
48,51,Red-eyed Vireo,0.3837,   1 PAM10_20230425_112000.wav
51,54,Red-eyed Vireo,0.2737,   1 PAM10_20230425_112000.wav
54,57,Red-eyed Vireo,0.2939,   1 PAM10_20230425_112000.wav
57,60,Acadian Flycatcher,0.1307,   1 PAM10_20230425_112000.wav
57,60,Red-eyed Vireo,0.1903,   1 PAM10_20230425_112000.wav
6,9,Acadian Flycatcher,0.1797,   1 PAM10_20230425_112000.wav
6,9,Hooded Warbler,0.2875,   1 PAM10_20230425_112000.wav
6,9,Red-eyed Vireo,0.3385,   1 PAM10_20230425_112000.wav
6,9,Swainson's Warbler,0.1381,   1 PAM10_20230425_112000.wav
9,12,Blue-headed Vireo,0.1309,   1 PAM10_20230425_112000.wav
9,12,Red-eyed Vireo,0.4404,   1 PAM10_20230425_112000.wav
9,12,Swainson's Warbler,0.134,   1 PAM10_20230425_112000.wav
18,21,Engine,0.1061,   1 PAM10_20230425_113000.wav
21,24,Hooded Warbler,0.1924,   1 PAM10_20230425_113000.wav
3,6,Engine,0.1815,   1 PAM10_20230425_113000.wav
3,6,Human vocal,0.2043,   1 PAM10_20230425_113000.wav
30,33,Acadian Flycatcher,0.1218,   1 PAM10_20230425_113000.wav
30,33,Hooded Warbler,0.3717,   1 PAM10_20230425_113000.wav
39,42,Hooded Warbler,0.1626,   1 PAM10_20230425_113000.wav
42,45,American Crow,0.119,   1 PAM10_20230425_113000.wav
51,54,Hooded Warbler,0.2322,   1 PAM10_20230425_113000.wav
3,6,Swainson's Warbler,0.1065,   1 PAM10_20230425_114000.wav
39,42,Hooded Warbler,0.2455,   1 PAM10_20230425_114000.wav
51,54,Acadian Flycatcher,0.1108,   1 PAM10_20230425_114000.wav
0,3,Red-eyed Vireo,0.2772,   1 PAM10_20230425_115000.wav
18,21,Red-eyed Vireo,0.1817,   1 PAM10_20230425_115000.wav
24,27,Swainson's Warbler,0.1435,   1 PAM10_20230425_115000.wav
27,30,Yellow-throated Warbler,0.4544,   1 PAM10_20230425_115000.wav
3,6,Acadian Flycatcher,0.1341,   1 PAM10_20230425_115000.wav
36,39,Red-eyed Vireo,0.5923,   1 PAM10_20230425_115000.wav
42,45,Acadian Flycatcher,0.2255,   1 PAM10_20230425_115000.wav
42,45,Red-eyed Vireo,0.3376,   1 PAM10_20230425_115000.wav
45,48,Red-eyed Vireo,0.1349,   1 PAM10_20230425_115000.wav
51,54,Swainson's Warbler,0.1723,   1 PAM10_20230425_115000.wav
57,60,Red-eyed Vireo,0.263,   1 PAM10_20230425_115000.wav
6,9,Red-eyed Vireo,0.1905,   1 PAM10_20230425_115000.wav
9,12,Red-eyed Vireo,0.1181,   1 PAM10_20230425_115000.wav
12,15,Scarlet Tanager,0.1103,   1 PAM10_20230425_120000.wav
15,18,Downy Woodpecker,0.4453,   1 PAM10_20230425_120000.wav
18,21,Downy Woodpecker,0.3117,   1 PAM10_20230425_120000.wav
18,21,Red-bellied Woodpecker,0.1582,   1 PAM10_20230425_120000.wav
21,24,Downy Woodpecker,0.3081,   1 PAM10_20230425_120000.wav
21,24,Lesser Spotted Woodpecker,0.1368,   1 PAM10_20230425_120000.wav
27,30,Downy Woodpecker,0.486,   1 PAM10_20230425_120000.wav
27,30,Red-bellied Woodpecker,0.1172,   1 PAM10_20230425_120000.wav
3,6,Red-bellied Woodpecker,0.1354,   1 PAM10_20230425_120000.wav
39,42,Downy Woodpecker,0.4134,   1 PAM10_20230425_120000.wav
42,45,Downy Woodpecker,0.1548,   1 PAM10_20230425_120000.wav
45,48,Worm-eating Warbler,0.108,   1 PAM10_20230425_120000.wav
54,57,Summer Tanager,0.1214,   1 PAM10_20230425_120000.wav
6,9,White-winged Becard,0.2365,   1 PAM10_20230425_120000.wav
0,3,Philadelphia Vireo,0.1908,   1 PAM10_20230425_121000.wav
0,3,Red-eyed Vireo,0.203,   1 PAM10_20230425_121000.wav
12,15,Philadelphia Vireo,0.1353,   1 PAM10_20230425_121000.wav
12,15,Red-eyed Vireo,0.1808,   1 PAM10_20230425_121000.wav
15,18,Red-eyed Vireo,0.3905,   1 PAM10_20230425_121000.wav
18,21,Red-eyed Vireo,0.4366,   1 PAM10_20230425_121000.wav
21,24,Philadelphia Vireo,0.1756,   1 PAM10_20230425_121000.wav
21,24,Red-eyed Vireo,0.8193,   1 PAM10_20230425_121000.wav
24,27,Red-eyed Vireo,0.4911,   1 PAM10_20230425_121000.wav
27,30,Philadelphia Vireo,0.4048,   1 PAM10_20230425_121000.wav
27,30,Red-eyed Vireo,0.3372,   1 PAM10_20230425_121000.wav
3,6,Philadelphia Vireo,0.1598,   1 PAM10_20230425_121000.wav
3,6,Red-eyed Vireo,0.3214,   1 PAM10_20230425_121000.wav
30,33,Red-eyed Vireo,0.3464,   1 PAM10_20230425_121000.wav
33,36,Red-eyed Vireo,0.5727,   1 PAM10_20230425_121000.wav
36,39,Red-eyed Vireo,0.2189,   1 PAM10_20230425_121000.wav
39,42,Red-eyed Vireo,0.2951,   1 PAM10_20230425_121000.wav
39,42,Yellow-bellied Sapsucker,0.3284,   1 PAM10_20230425_121000.wav
42,45,Red-eyed Vireo,0.5672,   1 PAM10_20230425_121000.wav
45,48,Philadelphia Vireo,0.3154,   1 PAM10_20230425_121000.wav
45,48,Red-eyed Vireo,0.8929,   1 PAM10_20230425_121000.wav
48,51,Philadelphia Vireo,0.3092,   1 PAM10_20230425_121000.wav
48,51,Red-eyed Vireo,0.6661,   1 PAM10_20230425_121000.wav
51,54,Pileated Woodpecker,0.2236,   1 PAM10_20230425_121000.wav
54,57,Philadelphia Vireo,0.2675,   1 PAM10_20230425_121000.wav
54,57,Red-eyed Vireo,0.2752,   1 PAM10_20230425_121000.wav
57,60,Red-eyed Vireo,0.718,   1 PAM10_20230425_121000.wav
6,9,Red-eyed Vireo,0.6747,   1 PAM10_20230425_121000.wav
9,12,Red-eyed Vireo,0.5421,   1 PAM10_20230425_121000.wav
0,3,Kentucky Warbler,0.1355,   1 PAM10_20230425_122000.wav
0,3,Red-eyed Vireo,0.3202,   1 PAM10_20230425_122000.wav
12,15,Acadian Flycatcher,0.1005,   1 PAM10_20230425_122000.wav
12,15,Red-eyed Vireo,0.5608,   1 PAM10_20230425_122000.wav
15,18,Acadian Flycatcher,0.1867,   1 PAM10_20230425_122000.wav
15,18,Red-eyed Vireo,0.3909,   1 PAM10_20230425_122000.wav
18,21,Red-eyed Vireo,0.2461,   1 PAM10_20230425_122000.wav
21,24,American Crow,0.1111,   1 PAM10_20230425_122000.wav
24,27,Broad-winged Hawk,0.1019,   1 PAM10_20230425_122000.wav
24,27,Swainson's Warbler,0.202,   1 PAM10_20230425_122000.wav
27,30,American Crow,0.1626,   1 PAM10_20230425_122000.wav
27,30,Red-eyed Vireo,0.5351,   1 PAM10_20230425_122000.wav
3,6,Red-eyed Vireo,0.3833,   1 PAM10_20230425_122000.wav
30,33,Acadian Flycatcher,0.1107,   1 PAM10_20230425_122000.wav
30,33,Red-eyed Vireo,0.4976,   1 PAM10_20230425_122000.wav
33,36,Red-eyed Vireo,0.5439,   1 PAM10_20230425_122000.wav
36,39,American Crow,0.1796,   1 PAM10_20230425_122000.wav
36,39,Red-eyed Vireo,0.6069,   1 PAM10_20230425_122000.wav
39,42,Red-eyed Vireo,0.2244,   1 PAM10_20230425_122000.wav
45,48,American Crow,0.1241,   1 PAM10_20230425_122000.wav
48,51,Blue-headed Vireo,0.1644,   1 PAM10_20230425_122000.wav
48,51,Red-eyed Vireo,0.1763,   1 PAM10_20230425_122000.wav
48,51,Swainson's Warbler,0.1113,   1 PAM10_20230425_122000.wav
51,54,Red-eyed Vireo,0.1108,   1 PAM10_20230425_122000.wav
54,57,American Crow,0.3845,   1 PAM10_20230425_122000.wav
54,57,Red-eyed Vireo,0.6453,   1 PAM10_20230425_122000.wav
57,60,Red-eyed Vireo,0.291,   1 PAM10_20230425_122000.wav
6,9,Red-eyed Vireo,0.526,   1 PAM10_20230425_122000.wav
6,9,Scarlet Tanager,0.1397,   1 PAM10_20230425_122000.wav
9,12,Red-eyed Vireo,0.2387,   1 PAM10_20230425_122000.wav
0,3,Red-eyed Vireo,0.282,   1 PAM10_20230425_123000.wav
12,15,Red-eyed Vireo,0.5073,   1 PAM10_20230425_123000.wav
15,18,Red-eyed Vireo,0.2918,   1 PAM10_20230425_123000.wav
15,18,Yellow-throated Vireo,0.1067,   1 PAM10_20230425_123000.wav
18,21,Red-eyed Vireo,0.325,   1 PAM10_20230425_123000.wav
21,24,Red-eyed Vireo,0.3706,   1 PAM10_20230425_123000.wav
24,27,Red-eyed Vireo,0.2227,   1 PAM10_20230425_123000.wav
27,30,Red-eyed Vireo,0.2626,   1 PAM10_20230425_123000.wav
3,6,Andean Solitaire,0.1889,   1 PAM10_20230425_123000.wav
3,6,Red-eyed Vireo,0.3833,   1 PAM10_20230425_123000.wav
30,33,Red-eyed Vireo,0.4205,   1 PAM10_20230425_123000.wav
33,36,Red-eyed Vireo,0.1881,   1 PAM10_20230425_123000.wav
36,39,Red-eyed Vireo,0.2055,   1 PAM10_20230425_123000.wav
39,42,Red-eyed Vireo,0.7463,   1 PAM10_20230425_123000.wav
42,45,Red-eyed Vireo,0.7145,   1 PAM10_20230425_123000.wav
45,48,Red-eyed Vireo,0.3146,   1 PAM10_20230425_123000.wav
48,51,Red-eyed Vireo,0.1286,   1 PAM10_20230425_123000.wav
51,54,Red-eyed Vireo,0.2528,   1 PAM10_20230425_123000.wav
54,57,Red-eyed Vireo,0.2844,   1 PAM10_20230425_123000.wav
6,9,Red-eyed Vireo,0.2607,   1 PAM10_20230425_123000.wav
9,12,Red-eyed Vireo,0.2763,   1 PAM10_20230425_123000.wav
15,18,Yellow-throated Woodland-Warbler,0.1167,   1 PAM10_20230425_124000.wav
18,21,Red-eyed Vireo,0.2082,   1 PAM10_20230425_124000.wav
21,24,European Robin,0.1046,   1 PAM10_20230425_124000.wav
27,30,Red-eyed Vireo,0.2088,   1 PAM10_20230425_124000.wav
3,6,Summer Tanager,0.1481,   1 PAM10_20230425_124000.wav
30,33,Swainson's Warbler,0.1298,   1 PAM10_20230425_124000.wav
33,36,Swainson's Warbler,0.1177,   1 PAM10_20230425_124000.wav
36,39,Swainson's Warbler,0.1026,   1 PAM10_20230425_124000.wav
42,45,Swainson's Warbler,0.1385,   1 PAM10_20230425_124000.wav
48,51,Red-eyed Vireo,0.129,   1 PAM10_20230425_124000.wav
9,12,Cabanis's Wren,0.4239,   1 PAM10_20230425_124000.wav
18,21,White-crowned Sparrow,0.1162,   1 PAM10_20230425_130000.wav
24,27,Northern Cardinal,0.1331,   1 PAM10_20230425_130000.wav
42,45,Northern Cardinal,0.3263,   1 PAM10_20230425_130000.wav
51,54,Northern Cardinal,0.1834,   1 PAM10_20230425_130000.wav
57,60,Black-faced Antthrush,0.1282,   1 PAM10_20230425_130000.wav
57,60,Orange-crowned Warbler,0.1135,   1 PAM10_20230425_130000.wav
