,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
15.0,18.0,Eastern Narrow-mouthed Toad,0.3877,   1 PAM2_20230304_170000.wav
6.0,9.0,Eastern Narrow-mouthed Toad,0.1596,   1 PAM2_20230304_170000.wav
9.0,12.0,Eastern Narrow-mouthed Toad,0.1342,   1 PAM2_20230304_170000.wav
12.0,15.0,Spillmann's Tapaculo,0.1113,   1 PAM2_20230304_171000.wav
12.0,15.0,Stripe-headed Antpitta,0.3263,   1 PAM2_20230304_171000.wav
21.0,24.0,Wood Duck,0.8749,   1 PAM2_20230304_171000.wav
27.0,30.0,Tufted Titmouse,0.1533,   1 PAM2_20230304_171000.wav
3.0,6.0,Stripe-headed Antpitta,0.6252,   1 PAM2_20230304_171000.wav
39.0,42.0,White-crowned Sparrow,0.2422,   1 PAM2_20230304_171000.wav
42.0,45.0,Cope's Gray Treefrog,0.1328,   1 PAM2_20230304_171000.wav
42.0,45.0,White-crowned Sparrow,0.1173,   1 PAM2_20230304_171000.wav
45.0,48.0,White-crowned Sparrow,0.1398,   1 PAM2_20230304_171000.wav
57.0,60.0,Eastern Narrow-mouthed Toad,0.1665,   1 PAM2_20230304_171000.wav
15.0,18.0,White-crowned Sparrow,0.1143,   1 PAM2_20230304_172000.wav
18.0,21.0,White-crowned Sparrow,0.1633,   1 PAM2_20230304_172000.wav
3.0,6.0,Hermit Thrush,0.1735,   1 PAM2_20230304_172000.wav
30.0,33.0,White-crowned Sparrow,0.1001,   1 PAM2_20230304_172000.wav
54.0,57.0,White-crowned Sparrow,0.2947,   1 PAM2_20230304_172000.wav
0,3.0,Hairy Woodpecker,0.5637,   1 PAM2_20230304_173000.wav
12.0,15.0,Hairy Woodpecker,0.2146,   1 PAM2_20230304_173000.wav
12.0,15.0,Pickerel Frog,0.1405,   1 PAM2_20230304_173000.wav
12.0,15.0,Spring Peeper,0.1695,   1 PAM2_20230304_173000.wav
15.0,18.0,Hairy Woodpecker,0.1163,   1 PAM2_20230304_173000.wav
15.0,18.0,Pickerel Frog,0.1149,   1 PAM2_20230304_173000.wav
18.0,21.0,Pickerel Frog,0.2635,   1 PAM2_20230304_173000.wav
18.0,21.0,Spring Peeper,0.2419,   1 PAM2_20230304_173000.wav
21.0,24.0,Hairy Woodpecker,0.5583,   1 PAM2_20230304_173000.wav
3.0,6.0,Hairy Woodpecker,0.8438,   1 PAM2_20230304_173000.wav
3.0,6.0,Pickerel Frog,0.1470,   1 PAM2_20230304_173000.wav
3.0,6.0,Spring Peeper,0.1764,   1 PAM2_20230304_173000.wav
36.0,39.0,Spring Peeper,0.4093,   1 PAM2_20230304_173000.wav
48.0,51.0,Northern Flicker,0.6744,   1 PAM2_20230304_173000.wav
51.0,54.0,Spring Peeper,0.1540,   1 PAM2_20230304_173000.wav
54.0,57.0,Spring Peeper,0.1489,   1 PAM2_20230304_173000.wav
6.0,9.0,Hairy Woodpecker,0.1695,   1 PAM2_20230304_173000.wav
6.0,9.0,Pickerel Frog,0.3200,   1 PAM2_20230304_173000.wav
6.0,9.0,Spring Peeper,0.1110,   1 PAM2_20230304_173000.wav
9.0,12.0,Hairy Woodpecker,0.5007,   1 PAM2_20230304_173000.wav
9.0,12.0,Pickerel Frog,0.4321,   1 PAM2_20230304_173000.wav
9.0,12.0,Spring Peeper,0.5852,   1 PAM2_20230304_173000.wav
0,3.0,White-crowned Sparrow,0.1843,   1 PAM2_20230304_174000.wav
12.0,15.0,Brush Cuckoo,0.1714,   1 PAM2_20230304_174000.wav
18.0,21.0,Varied Thrush,0.2713,   1 PAM2_20230304_174000.wav
27.0,30.0,American Pipit,0.1032,   1 PAM2_20230304_174000.wav
30.0,33.0,White-crowned Sparrow,0.1187,   1 PAM2_20230304_174000.wav
36.0,39.0,White-crowned Sparrow,0.1253,   1 PAM2_20230304_174000.wav
42.0,45.0,White-crowned Sparrow,0.1468,   1 PAM2_20230304_174000.wav
45.0,48.0,White-crowned Sparrow,0.3972,   1 PAM2_20230304_174000.wav
48.0,51.0,Pickerel Frog,0.1030,   1 PAM2_20230304_174000.wav
48.0,51.0,Spring Peeper,0.4993,   1 PAM2_20230304_174000.wav
51.0,54.0,Spring Peeper,0.8721,   1 PAM2_20230304_174000.wav
54.0,57.0,Spring Peeper,0.7722,   1 PAM2_20230304_174000.wav
57.0,60.0,Spring Peeper,0.8666,   1 PAM2_20230304_174000.wav
6.0,9.0,White-crowned Sparrow,0.1554,   1 PAM2_20230304_174000.wav
0,3.0,Downy Woodpecker,0.2379,   1 PAM2_20230304_175000.wav
0,3.0,Spring Peeper,0.6929,   1 PAM2_20230304_175000.wav
12.0,15.0,Spring Peeper,0.1634,   1 PAM2_20230304_175000.wav
15.0,18.0,Downy Woodpecker,0.7450,   1 PAM2_20230304_175000.wav
18.0,21.0,Spring Peeper,0.1383,   1 PAM2_20230304_175000.wav
21.0,24.0,Plain Xenops,0.1312,   1 PAM2_20230304_175000.wav
24.0,27.0,Downy Woodpecker,0.3674,   1 PAM2_20230304_175000.wav
27.0,30.0,Spring Peeper,0.1325,   1 PAM2_20230304_175000.wav
3.0,6.0,Spring Peeper,0.8373,   1 PAM2_20230304_175000.wav
33.0,36.0,Brush Cuckoo,0.1105,   1 PAM2_20230304_175000.wav
33.0,36.0,Spring Peeper,0.1216,   1 PAM2_20230304_175000.wav
36.0,39.0,Engine,0.1077,   1 PAM2_20230304_175000.wav
48.0,51.0,Dark-eyed Junco,0.1584,   1 PAM2_20230304_175000.wav
48.0,51.0,White-crowned Sparrow,0.1605,   1 PAM2_20230304_175000.wav
51.0,54.0,White-crowned Sparrow,0.3044,   1 PAM2_20230304_175000.wav
57.0,60.0,White-crowned Sparrow,0.2345,   1 PAM2_20230304_175000.wav
6.0,9.0,Spring Peeper,0.7706,   1 PAM2_20230304_175000.wav
9.0,12.0,Spring Peeper,0.7889,   1 PAM2_20230304_175000.wav
0,3.0,Eastern Narrow-mouthed Toad,0.1348,   1 PAM2_20230304_180000.wav
0,3.0,Spring Peeper,0.1024,   1 PAM2_20230304_180000.wav
42.0,45.0,Spring Peeper,0.3307,   1 PAM2_20230304_180000.wav
45.0,48.0,Pickerel Frog,0.2765,   1 PAM2_20230304_180000.wav
45.0,48.0,Spring Peeper,0.1430,   1 PAM2_20230304_180000.wav
48.0,51.0,Spring Peeper,0.1322,   1 PAM2_20230304_180000.wav
54.0,57.0,Pickerel Frog,0.1824,   1 PAM2_20230304_180000.wav
54.0,57.0,Spring Peeper,0.3172,   1 PAM2_20230304_180000.wav
9.0,12.0,Spring Peeper,0.1600,   1 PAM2_20230304_180000.wav
0,3.0,Pickerel Frog,0.2932,   1 PAM2_20230304_181000.wav
0,3.0,Spring Peeper,0.5695,   1 PAM2_20230304_181000.wav
12.0,15.0,Pickerel Frog,0.1814,   1 PAM2_20230304_181000.wav
12.0,15.0,Spring Peeper,0.6259,   1 PAM2_20230304_181000.wav
15.0,18.0,Pickerel Frog,0.6073,   1 PAM2_20230304_181000.wav
15.0,18.0,Spring Peeper,0.5164,   1 PAM2_20230304_181000.wav
18.0,21.0,Spring Peeper,0.7102,   1 PAM2_20230304_181000.wav
21.0,24.0,Pickerel Frog,0.3627,   1 PAM2_20230304_181000.wav
21.0,24.0,Spring Peeper,0.4223,   1 PAM2_20230304_181000.wav
24.0,27.0,Pickerel Frog,0.2055,   1 PAM2_20230304_181000.wav
24.0,27.0,Spring Peeper,0.2715,   1 PAM2_20230304_181000.wav
27.0,30.0,Pickerel Frog,0.2457,   1 PAM2_20230304_181000.wav
27.0,30.0,Spring Peeper,0.4552,   1 PAM2_20230304_181000.wav
3.0,6.0,Pickerel Frog,0.4230,   1 PAM2_20230304_181000.wav
3.0,6.0,Spring Peeper,0.3611,   1 PAM2_20230304_181000.wav
30.0,33.0,Pickerel Frog,0.2321,   1 PAM2_20230304_181000.wav
30.0,33.0,Spring Peeper,0.6324,   1 PAM2_20230304_181000.wav
33.0,36.0,Spring Peeper,0.7660,   1 PAM2_20230304_181000.wav
36.0,39.0,Pickerel Frog,0.2148,   1 PAM2_20230304_181000.wav
36.0,39.0,Spring Peeper,0.8899,   1 PAM2_20230304_181000.wav
39.0,42.0,Pickerel Frog,0.2628,   1 PAM2_20230304_181000.wav
39.0,42.0,Spring Peeper,0.9378,   1 PAM2_20230304_181000.wav
42.0,45.0,Pickerel Frog,0.1496,   1 PAM2_20230304_181000.wav
42.0,45.0,Spring Peeper,0.8496,   1 PAM2_20230304_181000.wav
45.0,48.0,Pickerel Frog,0.3104,   1 PAM2_20230304_181000.wav
45.0,48.0,Spring Peeper,0.5146,   1 PAM2_20230304_181000.wav
48.0,51.0,Spring Peeper,0.9446,   1 PAM2_20230304_181000.wav
51.0,54.0,Spring Peeper,0.9351,   1 PAM2_20230304_181000.wav
54.0,57.0,Spring Peeper,0.6343,   1 PAM2_20230304_181000.wav
57.0,60.0,Pickerel Frog,0.1421,   1 PAM2_20230304_181000.wav
57.0,60.0,Spring Peeper,0.6826,   1 PAM2_20230304_181000.wav
6.0,9.0,Pickerel Frog,0.1482,   1 PAM2_20230304_181000.wav
6.0,9.0,Spring Peeper,0.3937,   1 PAM2_20230304_181000.wav
9.0,12.0,Pickerel Frog,0.1050,   1 PAM2_20230304_181000.wav
9.0,12.0,Spring Peeper,0.3420,   1 PAM2_20230304_181000.wav
0,3.0,Spring Peeper,0.8204,   1 PAM2_20230304_182000.wav
12.0,15.0,Spring Peeper,0.8457,   1 PAM2_20230304_182000.wav
15.0,18.0,Spring Peeper,0.5385,   1 PAM2_20230304_182000.wav
18.0,21.0,Spring Peeper,0.3823,   1 PAM2_20230304_182000.wav
21.0,24.0,Spring Peeper,0.6047,   1 PAM2_20230304_182000.wav
24.0,27.0,Spring Peeper,0.5322,   1 PAM2_20230304_182000.wav
27.0,30.0,Spring Peeper,0.6771,   1 PAM2_20230304_182000.wav
3.0,6.0,Spring Peeper,0.3997,   1 PAM2_20230304_182000.wav
30.0,33.0,Spring Peeper,0.7259,   1 PAM2_20230304_182000.wav
33.0,36.0,Spring Peeper,0.5327,   1 PAM2_20230304_182000.wav
36.0,39.0,Spring Peeper,0.6253,   1 PAM2_20230304_182000.wav
39.0,42.0,Spring Peeper,0.4818,   1 PAM2_20230304_182000.wav
42.0,45.0,Pickerel Frog,0.1058,   1 PAM2_20230304_182000.wav
42.0,45.0,Spring Peeper,0.5592,   1 PAM2_20230304_182000.wav
45.0,48.0,Spring Peeper,0.5778,   1 PAM2_20230304_182000.wav
48.0,51.0,Spring Peeper,0.4686,   1 PAM2_20230304_182000.wav
51.0,54.0,Spring Peeper,0.2143,   1 PAM2_20230304_182000.wav
54.0,57.0,Spring Peeper,0.4634,   1 PAM2_20230304_182000.wav
57.0,60.0,Spring Peeper,0.3161,   1 PAM2_20230304_182000.wav
6.0,9.0,Pickerel Frog,0.1108,   1 PAM2_20230304_182000.wav
6.0,9.0,Spring Peeper,0.7627,   1 PAM2_20230304_182000.wav
9.0,12.0,Spring Peeper,0.6194,   1 PAM2_20230304_182000.wav
0,3.0,Spring Peeper,0.5779,   1 PAM2_20230304_183000.wav
12.0,15.0,Spring Peeper,0.8451,   1 PAM2_20230304_183000.wav
15.0,18.0,American Bittern,0.1257,   1 PAM2_20230304_183000.wav
15.0,18.0,Spring Peeper,0.7172,   1 PAM2_20230304_183000.wav
18.0,21.0,Spring Peeper,0.8440,   1 PAM2_20230304_183000.wav
21.0,24.0,Spring Peeper,0.9014,   1 PAM2_20230304_183000.wav
24.0,27.0,Spring Peeper,0.8545,   1 PAM2_20230304_183000.wav
27.0,30.0,Pickerel Frog,0.9345,   1 PAM2_20230304_183000.wav
27.0,30.0,Spring Peeper,0.1877,   1 PAM2_20230304_183000.wav
3.0,6.0,Pickerel Frog,0.9775,   1 PAM2_20230304_183000.wav
3.0,6.0,Spring Peeper,0.3151,   1 PAM2_20230304_183000.wav
30.0,33.0,Spring Peeper,0.5724,   1 PAM2_20230304_183000.wav
33.0,36.0,Spring Peeper,0.5537,   1 PAM2_20230304_183000.wav
36.0,39.0,Spring Peeper,0.6927,   1 PAM2_20230304_183000.wav
39.0,42.0,Spring Peeper,0.8085,   1 PAM2_20230304_183000.wav
42.0,45.0,Spring Peeper,0.7534,   1 PAM2_20230304_183000.wav
42.0,45.0,Wilson's Snipe,0.1910,   1 PAM2_20230304_183000.wav
45.0,48.0,Barred Owl,0.1162,   1 PAM2_20230304_183000.wav
45.0,48.0,Spring Peeper,0.8386,   1 PAM2_20230304_183000.wav
48.0,51.0,Spring Peeper,0.8639,   1 PAM2_20230304_183000.wav
51.0,54.0,Spring Peeper,0.5372,   1 PAM2_20230304_183000.wav
54.0,57.0,Spring Peeper,0.7764,   1 PAM2_20230304_183000.wav
57.0,60.0,Spring Peeper,0.9321,   1 PAM2_20230304_183000.wav
6.0,9.0,Pickerel Frog,0.1264,   1 PAM2_20230304_183000.wav
6.0,9.0,Spring Peeper,0.6651,   1 PAM2_20230304_183000.wav
9.0,12.0,Pickerel Frog,0.1030,   1 PAM2_20230304_183000.wav
9.0,12.0,Spring Peeper,0.8027,   1 PAM2_20230304_183000.wav
0,3.0,Pickerel Frog,0.9234,   1 PAM2_20230304_184000.wav
0,3.0,Spring Peeper,0.4485,   1 PAM2_20230304_184000.wav
0,3.0,Wood Frog,0.7060,   1 PAM2_20230304_184000.wav
12.0,15.0,Pickerel Frog,0.9656,   1 PAM2_20230304_184000.wav
12.0,15.0,Spring Peeper,0.3278,   1 PAM2_20230304_184000.wav
15.0,18.0,Pickerel Frog,0.3888,   1 PAM2_20230304_184000.wav
15.0,18.0,Spring Peeper,0.4933,   1 PAM2_20230304_184000.wav
18.0,21.0,Pickerel Frog,0.9649,   1 PAM2_20230304_184000.wav
21.0,24.0,Pickerel Frog,0.7999,   1 PAM2_20230304_184000.wav
21.0,24.0,Spring Peeper,0.5171,   1 PAM2_20230304_184000.wav
21.0,24.0,Wood Frog,0.4472,   1 PAM2_20230304_184000.wav
24.0,27.0,Pickerel Frog,0.3662,   1 PAM2_20230304_184000.wav
24.0,27.0,Spring Peeper,0.6437,   1 PAM2_20230304_184000.wav
27.0,30.0,Pickerel Frog,0.7434,   1 PAM2_20230304_184000.wav
27.0,30.0,Spring Peeper,0.4079,   1 PAM2_20230304_184000.wav
27.0,30.0,Wood Frog,0.1919,   1 PAM2_20230304_184000.wav
3.0,6.0,Pickerel Frog,0.7562,   1 PAM2_20230304_184000.wav
3.0,6.0,Spring Peeper,0.1746,   1 PAM2_20230304_184000.wav
30.0,33.0,Spring Peeper,0.8703,   1 PAM2_20230304_184000.wav
33.0,36.0,Pickerel Frog,0.5886,   1 PAM2_20230304_184000.wav
33.0,36.0,Spring Peeper,0.2756,   1 PAM2_20230304_184000.wav
36.0,39.0,American Bittern,0.7208,   1 PAM2_20230304_184000.wav
36.0,39.0,Pickerel Frog,0.1423,   1 PAM2_20230304_184000.wav
36.0,39.0,Watercock,0.3247,   1 PAM2_20230304_184000.wav
36.0,39.0,Wood Frog,0.7098,   1 PAM2_20230304_184000.wav
39.0,42.0,Pickerel Frog,0.9929,   1 PAM2_20230304_184000.wav
39.0,42.0,Spring Peeper,0.1822,   1 PAM2_20230304_184000.wav
42.0,45.0,Pickerel Frog,0.9171,   1 PAM2_20230304_184000.wav
42.0,45.0,Spring Peeper,0.4481,   1 PAM2_20230304_184000.wav
42.0,45.0,Wood Frog,0.8268,   1 PAM2_20230304_184000.wav
45.0,48.0,Pickerel Frog,0.8827,   1 PAM2_20230304_184000.wav
45.0,48.0,Spring Peeper,0.3761,   1 PAM2_20230304_184000.wav
45.0,48.0,Wood Frog,0.3150,   1 PAM2_20230304_184000.wav
48.0,51.0,Pickerel Frog,0.9931,   1 PAM2_20230304_184000.wav
48.0,51.0,Spring Peeper,0.1039,   1 PAM2_20230304_184000.wav
51.0,54.0,Pickerel Frog,0.7632,   1 PAM2_20230304_184000.wav
51.0,54.0,Spring Peeper,0.3297,   1 PAM2_20230304_184000.wav
51.0,54.0,Wood Frog,0.1686,   1 PAM2_20230304_184000.wav
54.0,57.0,Pickerel Frog,0.5613,   1 PAM2_20230304_184000.wav
54.0,57.0,Spring Peeper,0.4603,   1 PAM2_20230304_184000.wav
54.0,57.0,Wood Frog,0.1244,   1 PAM2_20230304_184000.wav
57.0,60.0,Pickerel Frog,0.8464,   1 PAM2_20230304_184000.wav
57.0,60.0,Spring Peeper,0.6428,   1 PAM2_20230304_184000.wav
57.0,60.0,Wood Frog,0.7767,   1 PAM2_20230304_184000.wav
6.0,9.0,Pickerel Frog,0.5254,   1 PAM2_20230304_184000.wav
6.0,9.0,Spring Peeper,0.3294,   1 PAM2_20230304_184000.wav
6.0,9.0,Wood Frog,0.1709,   1 PAM2_20230304_184000.wav
9.0,12.0,Pickerel Frog,0.9806,   1 PAM2_20230304_184000.wav
9.0,12.0,Spring Peeper,0.1480,   1 PAM2_20230304_184000.wav
0,3.0,Pickerel Frog,0.7779,   1 PAM2_20230304_185000.wav
0,3.0,Spring Peeper,0.5430,   1 PAM2_20230304_185000.wav
12.0,15.0,Pickerel Frog,0.9394,   1 PAM2_20230304_185000.wav
12.0,15.0,Spring Peeper,0.2137,   1 PAM2_20230304_185000.wav
12.0,15.0,Wood Frog,0.2938,   1 PAM2_20230304_185000.wav
15.0,18.0,Pickerel Frog,0.5190,   1 PAM2_20230304_185000.wav
15.0,18.0,Spring Peeper,0.4709,   1 PAM2_20230304_185000.wav
15.0,18.0,Wood Frog,0.1202,   1 PAM2_20230304_185000.wav
18.0,21.0,Pickerel Frog,0.8668,   1 PAM2_20230304_185000.wav
18.0,21.0,Spring Peeper,0.3837,   1 PAM2_20230304_185000.wav
21.0,24.0,Pickerel Frog,0.8792,   1 PAM2_20230304_185000.wav
21.0,24.0,Spring Peeper,0.6064,   1 PAM2_20230304_185000.wav
24.0,27.0,Pickerel Frog,0.2098,   1 PAM2_20230304_185000.wav
24.0,27.0,Spring Peeper,0.6855,   1 PAM2_20230304_185000.wav
27.0,30.0,Spring Peeper,0.8255,   1 PAM2_20230304_185000.wav
3.0,6.0,Pickerel Frog,0.2319,   1 PAM2_20230304_185000.wav
3.0,6.0,Spring Peeper,0.8716,   1 PAM2_20230304_185000.wav
30.0,33.0,Pickerel Frog,0.5264,   1 PAM2_20230304_185000.wav
30.0,33.0,Spring Peeper,0.6206,   1 PAM2_20230304_185000.wav
30.0,33.0,Wood Frog,0.1641,   1 PAM2_20230304_185000.wav
33.0,36.0,Pickerel Frog,0.1007,   1 PAM2_20230304_185000.wav
33.0,36.0,Spring Peeper,0.5788,   1 PAM2_20230304_185000.wav
33.0,36.0,Wood Frog,0.2007,   1 PAM2_20230304_185000.wav
36.0,39.0,American Bittern,0.1789,   1 PAM2_20230304_185000.wav
36.0,39.0,Pickerel Frog,0.7954,   1 PAM2_20230304_185000.wav
36.0,39.0,Spring Peeper,0.2942,   1 PAM2_20230304_185000.wav
39.0,42.0,Pickerel Frog,0.8010,   1 PAM2_20230304_185000.wav
39.0,42.0,Spring Peeper,0.6956,   1 PAM2_20230304_185000.wav
42.0,45.0,Pickerel Frog,0.4568,   1 PAM2_20230304_185000.wav
42.0,45.0,Spring Peeper,0.6594,   1 PAM2_20230304_185000.wav
45.0,48.0,American Bittern,0.1896,   1 PAM2_20230304_185000.wav
45.0,48.0,Pickerel Frog,0.1084,   1 PAM2_20230304_185000.wav
45.0,48.0,Spring Peeper,0.4289,   1 PAM2_20230304_185000.wav
45.0,48.0,Wood Frog,0.2295,   1 PAM2_20230304_185000.wav
48.0,51.0,Pickerel Frog,0.2100,   1 PAM2_20230304_185000.wav
48.0,51.0,Spring Peeper,0.7605,   1 PAM2_20230304_185000.wav
51.0,54.0,Pickerel Frog,0.9630,   1 PAM2_20230304_185000.wav
51.0,54.0,Spring Peeper,0.6260,   1 PAM2_20230304_185000.wav
54.0,57.0,Pickerel Frog,0.1346,   1 PAM2_20230304_185000.wav
54.0,57.0,Spring Peeper,0.6001,   1 PAM2_20230304_185000.wav
54.0,57.0,Wood Frog,0.7428,   1 PAM2_20230304_185000.wav
57.0,60.0,Pickerel Frog,0.6946,   1 PAM2_20230304_185000.wav
57.0,60.0,Spring Peeper,0.1449,   1 PAM2_20230304_185000.wav
6.0,9.0,Pickerel Frog,0.3003,   1 PAM2_20230304_185000.wav
6.0,9.0,Spring Peeper,0.3351,   1 PAM2_20230304_185000.wav
6.0,9.0,Wood Frog,0.4196,   1 PAM2_20230304_185000.wav
9.0,12.0,Pickerel Frog,0.9736,   1 PAM2_20230304_185000.wav
9.0,12.0,Spring Peeper,0.3763,   1 PAM2_20230304_185000.wav
0,3.0,Pickerel Frog,0.9690,   1 PAM2_20230304_190000.wav
0,3.0,Spring Peeper,0.4471,   1 PAM2_20230304_190000.wav
12.0,15.0,American Bittern,0.1234,   1 PAM2_20230304_190000.wav
12.0,15.0,Pickerel Frog,0.2258,   1 PAM2_20230304_190000.wav
12.0,15.0,Spring Peeper,0.6835,   1 PAM2_20230304_190000.wav
12.0,15.0,Wood Frog,0.2674,   1 PAM2_20230304_190000.wav
15.0,18.0,Pickerel Frog,0.8679,   1 PAM2_20230304_190000.wav
15.0,18.0,Spring Peeper,0.1381,   1 PAM2_20230304_190000.wav
18.0,21.0,Pickerel Frog,0.9240,   1 PAM2_20230304_190000.wav
18.0,21.0,Spring Peeper,0.3387,   1 PAM2_20230304_190000.wav
21.0,24.0,Pickerel Frog,0.2524,   1 PAM2_20230304_190000.wav
21.0,24.0,Spring Peeper,0.9097,   1 PAM2_20230304_190000.wav
24.0,27.0,Pickerel Frog,0.6183,   1 PAM2_20230304_190000.wav
24.0,27.0,Spring Peeper,0.6983,   1 PAM2_20230304_190000.wav
27.0,30.0,Pickerel Frog,0.6694,   1 PAM2_20230304_190000.wav
27.0,30.0,Spring Peeper,0.6146,   1 PAM2_20230304_190000.wav
3.0,6.0,Spring Peeper,0.8653,   1 PAM2_20230304_190000.wav
30.0,33.0,Pickerel Frog,0.3616,   1 PAM2_20230304_190000.wav
30.0,33.0,Spring Peeper,0.5824,   1 PAM2_20230304_190000.wav
33.0,36.0,Pickerel Frog,0.6221,   1 PAM2_20230304_190000.wav
33.0,36.0,Spring Peeper,0.1977,   1 PAM2_20230304_190000.wav
33.0,36.0,Wood Frog,0.3333,   1 PAM2_20230304_190000.wav
36.0,39.0,Pickerel Frog,0.8273,   1 PAM2_20230304_190000.wav
36.0,39.0,Spring Peeper,0.2092,   1 PAM2_20230304_190000.wav
39.0,42.0,Pickerel Frog,0.7413,   1 PAM2_20230304_190000.wav
39.0,42.0,Spring Peeper,0.2991,   1 PAM2_20230304_190000.wav
42.0,45.0,Pickerel Frog,0.7685,   1 PAM2_20230304_190000.wav
42.0,45.0,Spring Peeper,0.2444,   1 PAM2_20230304_190000.wav
42.0,45.0,Wood Frog,0.3778,   1 PAM2_20230304_190000.wav
45.0,48.0,Pickerel Frog,0.9509,   1 PAM2_20230304_190000.wav
45.0,48.0,Spring Peeper,0.1904,   1 PAM2_20230304_190000.wav
48.0,51.0,Pickerel Frog,0.6685,   1 PAM2_20230304_190000.wav
48.0,51.0,Spring Peeper,0.1522,   1 PAM2_20230304_190000.wav
48.0,51.0,Wood Frog,0.1630,   1 PAM2_20230304_190000.wav
51.0,54.0,Pickerel Frog,0.9597,   1 PAM2_20230304_190000.wav
54.0,57.0,Pickerel Frog,0.8909,   1 PAM2_20230304_190000.wav
54.0,57.0,Spring Peeper,0.1569,   1 PAM2_20230304_190000.wav
54.0,57.0,Wood Frog,0.1899,   1 PAM2_20230304_190000.wav
57.0,60.0,Pickerel Frog,0.9352,   1 PAM2_20230304_190000.wav
57.0,60.0,Spring Peeper,0.2203,   1 PAM2_20230304_190000.wav
6.0,9.0,Pickerel Frog,0.2222,   1 PAM2_20230304_190000.wav
6.0,9.0,Spring Peeper,0.7396,   1 PAM2_20230304_190000.wav
9.0,12.0,Pickerel Frog,0.7336,   1 PAM2_20230304_190000.wav
9.0,12.0,Spring Peeper,0.2952,   1 PAM2_20230304_190000.wav
9.0,12.0,Wood Frog,0.1354,   1 PAM2_20230304_190000.wav
0,3.0,Pickerel Frog,0.9458,   1 PAM2_20230304_191000.wav
0,3.0,Spring Peeper,0.4226,   1 PAM2_20230304_191000.wav
12.0,15.0,Pickerel Frog,0.4947,   1 PAM2_20230304_191000.wav
12.0,15.0,Spring Peeper,0.3259,   1 PAM2_20230304_191000.wav
12.0,15.0,Wood Frog,0.7752,   1 PAM2_20230304_191000.wav
15.0,18.0,Pickerel Frog,0.1766,   1 PAM2_20230304_191000.wav
15.0,18.0,Spring Peeper,0.8767,   1 PAM2_20230304_191000.wav
18.0,21.0,Pickerel Frog,0.2104,   1 PAM2_20230304_191000.wav
18.0,21.0,Spring Peeper,0.8880,   1 PAM2_20230304_191000.wav
21.0,24.0,Barred Owl,0.1121,   1 PAM2_20230304_191000.wav
21.0,24.0,Pickerel Frog,0.3766,   1 PAM2_20230304_191000.wav
21.0,24.0,Spring Peeper,0.8803,   1 PAM2_20230304_191000.wav
24.0,27.0,Pickerel Frog,0.2096,   1 PAM2_20230304_191000.wav
24.0,27.0,Spring Peeper,0.9047,   1 PAM2_20230304_191000.wav
27.0,30.0,Pickerel Frog,0.1065,   1 PAM2_20230304_191000.wav
27.0,30.0,Spring Peeper,0.9480,   1 PAM2_20230304_191000.wav
3.0,6.0,Pickerel Frog,0.9876,   1 PAM2_20230304_191000.wav
3.0,6.0,Spring Peeper,0.1956,   1 PAM2_20230304_191000.wav
30.0,33.0,Pickerel Frog,0.3091,   1 PAM2_20230304_191000.wav
30.0,33.0,Spring Peeper,0.7760,   1 PAM2_20230304_191000.wav
33.0,36.0,Pickerel Frog,0.9623,   1 PAM2_20230304_191000.wav
33.0,36.0,Spring Peeper,0.2498,   1 PAM2_20230304_191000.wav
36.0,39.0,Pickerel Frog,0.8498,   1 PAM2_20230304_191000.wav
36.0,39.0,Spring Peeper,0.5344,   1 PAM2_20230304_191000.wav
39.0,42.0,Pickerel Frog,0.9891,   1 PAM2_20230304_191000.wav
39.0,42.0,Spring Peeper,0.1023,   1 PAM2_20230304_191000.wav
42.0,45.0,Pickerel Frog,0.9762,   1 PAM2_20230304_191000.wav
42.0,45.0,Spring Peeper,0.4974,   1 PAM2_20230304_191000.wav
45.0,48.0,Pickerel Frog,0.3427,   1 PAM2_20230304_191000.wav
45.0,48.0,Spring Peeper,0.7891,   1 PAM2_20230304_191000.wav
48.0,51.0,Pickerel Frog,0.9509,   1 PAM2_20230304_191000.wav
48.0,51.0,Spring Peeper,0.5627,   1 PAM2_20230304_191000.wav
51.0,54.0,Pickerel Frog,0.6651,   1 PAM2_20230304_191000.wav
51.0,54.0,Spring Peeper,0.2750,   1 PAM2_20230304_191000.wav
51.0,54.0,Wood Frog,0.5763,   1 PAM2_20230304_191000.wav
54.0,57.0,Pickerel Frog,0.9897,   1 PAM2_20230304_191000.wav
54.0,57.0,Spring Peeper,0.1255,   1 PAM2_20230304_191000.wav
57.0,60.0,Pickerel Frog,0.5709,   1 PAM2_20230304_191000.wav
57.0,60.0,Spring Peeper,0.6144,   1 PAM2_20230304_191000.wav
6.0,9.0,Pickerel Frog,0.9569,   1 PAM2_20230304_191000.wav
6.0,9.0,Spring Peeper,0.2158,   1 PAM2_20230304_191000.wav
6.0,9.0,Wood Frog,0.2099,   1 PAM2_20230304_191000.wav
9.0,12.0,Pickerel Frog,0.2910,   1 PAM2_20230304_191000.wav
9.0,12.0,Spring Peeper,0.4576,   1 PAM2_20230304_191000.wav
9.0,12.0,Wood Frog,0.7832,   1 PAM2_20230304_191000.wav
0,3.0,Pickerel Frog,0.2845,   1 PAM2_20230304_192000.wav
