,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
3.0,6.0,Brush Cuckoo,0.2346,   1 PAM2_20230311_205000.wav
3.0,6.0,Spring Peeper,0.2145,   1 PAM2_20230311_205000.wav
30.0,33.0,Varied Thrush,0.1434,   1 PAM2_20230311_205000.wav
33.0,36.0,White-crowned Sparrow,0.1527,   1 PAM2_20230311_205000.wav
42.0,45.0,Brush Cuckoo,0.2280,   1 PAM2_20230311_205000.wav
42.0,45.0,Spring Peeper,0.1685,   1 PAM2_20230311_205000.wav
45.0,48.0,Brush Cuckoo,0.2274,   1 PAM2_20230311_205000.wav
45.0,48.0,Spring Peeper,0.1643,   1 PAM2_20230311_205000.wav
48.0,51.0,Brush Cuckoo,0.1701,   1 PAM2_20230311_205000.wav
48.0,51.0,Spring Peeper,0.1082,   1 PAM2_20230311_205000.wav
51.0,54.0,Barred Owl,0.1225,   1 PAM2_20230311_205000.wav
51.0,54.0,Brush Cuckoo,0.2685,   1 PAM2_20230311_205000.wav
57.0,60.0,Brush Cuckoo,0.1525,   1 PAM2_20230311_205000.wav
57.0,60.0,Spring Peeper,0.2631,   1 PAM2_20230311_205000.wav
6.0,9.0,Brush Cuckoo,0.1469,   1 PAM2_20230311_205000.wav
6.0,9.0,Spring Peeper,0.1944,   1 PAM2_20230311_205000.wav
12.0,15.0,White-crowned Sparrow,0.1406,   1 PAM2_20230311_210000.wav
18.0,21.0,Great Crested Flycatcher,0.1191,   1 PAM2_20230311_210000.wav
24.0,27.0,Spring Peeper,0.3127,   1 PAM2_20230311_210000.wav
27.0,30.0,Great Crested Flycatcher,0.1265,   1 PAM2_20230311_210000.wav
27.0,30.0,Spring Peeper,0.1696,   1 PAM2_20230311_210000.wav
30.0,33.0,Spring Peeper,0.1464,   1 PAM2_20230311_210000.wav
36.0,39.0,Spring Peeper,0.2238,   1 PAM2_20230311_210000.wav
48.0,51.0,Spring Peeper,0.2758,   1 PAM2_20230311_210000.wav
51.0,54.0,Spring Peeper,0.1379,   1 PAM2_20230311_210000.wav
54.0,57.0,Gray-chested Dove,0.1065,   1 PAM2_20230311_210000.wav
9.0,12.0,White-crowned Sparrow,0.1127,   1 PAM2_20230311_210000.wav
15.0,18.0,White-crowned Sparrow,0.1120,   1 PAM2_20230311_211000.wav
24.0,27.0,Spring Peeper,0.2105,   1 PAM2_20230311_211000.wav
3.0,6.0,Spring Peeper,0.1530,   1 PAM2_20230311_211000.wav
33.0,36.0,Spring Peeper,0.1687,   1 PAM2_20230311_211000.wav
42.0,45.0,Spring Peeper,0.1396,   1 PAM2_20230311_211000.wav
48.0,51.0,Spring Peeper,0.2228,   1 PAM2_20230311_211000.wav
6.0,9.0,Great Crested Flycatcher,0.1101,   1 PAM2_20230311_211000.wav
9.0,12.0,Spring Peeper,0.1709,   1 PAM2_20230311_211000.wav
15.0,18.0,Brush Cuckoo,0.6362,   1 PAM2_20230311_212000.wav
21.0,24.0,Townsend's Solitaire,0.1731,   1 PAM2_20230311_212000.wav
27.0,30.0,Spring Peeper,0.1719,   1 PAM2_20230311_212000.wav
3.0,6.0,Brush Cuckoo,0.1052,   1 PAM2_20230311_212000.wav
3.0,6.0,Spring Peeper,0.2865,   1 PAM2_20230311_212000.wav
30.0,33.0,Spring Peeper,0.3582,   1 PAM2_20230311_212000.wav
36.0,39.0,Spring Peeper,0.2075,   1 PAM2_20230311_212000.wav
39.0,42.0,Boreal Owl,0.2290,   1 PAM2_20230311_212000.wav
42.0,45.0,Spring Peeper,0.1931,   1 PAM2_20230311_212000.wav
45.0,48.0,Spring Peeper,0.2861,   1 PAM2_20230311_212000.wav
48.0,51.0,Spring Peeper,0.5189,   1 PAM2_20230311_212000.wav
54.0,57.0,White-crowned Sparrow,0.4479,   1 PAM2_20230311_212000.wav
6.0,9.0,Spring Peeper,0.3055,   1 PAM2_20230311_212000.wav
12.0,15.0,Spring Peeper,0.1433,   1 PAM2_20230311_213000.wav
15.0,18.0,Spring Peeper,0.1619,   1 PAM2_20230311_213000.wav
3.0,6.0,Spring Peeper,0.1340,   1 PAM2_20230311_213000.wav
42.0,45.0,Spring Peeper,0.2078,   1 PAM2_20230311_213000.wav
45.0,48.0,Spring Peeper,0.1925,   1 PAM2_20230311_213000.wav
51.0,54.0,Spring Peeper,0.1597,   1 PAM2_20230311_213000.wav
54.0,57.0,Bell Miner,0.2183,   1 PAM2_20230311_213000.wav
57.0,60.0,Spring Peeper,0.2277,   1 PAM2_20230311_213000.wav
6.0,9.0,Spring Peeper,0.1285,   1 PAM2_20230311_213000.wav
9.0,12.0,Spring Peeper,0.1871,   1 PAM2_20230311_213000.wav
15.0,18.0,Engine,0.2739,   1 PAM2_20230311_214000.wav
24.0,27.0,Engine,0.2241,   1 PAM2_20230311_214000.wav
30.0,33.0,Engine,0.1360,   1 PAM2_20230311_214000.wav
36.0,39.0,White-crowned Sparrow,0.1337,   1 PAM2_20230311_214000.wav
39.0,42.0,White-crowned Sparrow,0.2665,   1 PAM2_20230311_214000.wav
42.0,45.0,Brush Cuckoo,0.2952,   1 PAM2_20230311_214000.wav
42.0,45.0,Spring Peeper,0.1120,   1 PAM2_20230311_214000.wav
45.0,48.0,Brush Cuckoo,0.3725,   1 PAM2_20230311_214000.wav
45.0,48.0,Spring Peeper,0.1605,   1 PAM2_20230311_214000.wav
48.0,51.0,Brush Cuckoo,0.3242,   1 PAM2_20230311_214000.wav
48.0,51.0,Spring Peeper,0.3223,   1 PAM2_20230311_214000.wav
54.0,57.0,Brush Cuckoo,0.3541,   1 PAM2_20230311_214000.wav
54.0,57.0,Spring Peeper,0.3361,   1 PAM2_20230311_214000.wav
57.0,60.0,Brush Cuckoo,0.2481,   1 PAM2_20230311_214000.wav
57.0,60.0,Spring Peeper,0.2570,   1 PAM2_20230311_214000.wav
18.0,21.0,Engine,0.1443,   1 PAM2_20230311_215000.wav
21.0,24.0,White-crowned Sparrow,0.1496,   1 PAM2_20230311_215000.wav
27.0,30.0,Brush Cuckoo,0.2463,   1 PAM2_20230311_215000.wav
51.0,54.0,Spring Peeper,0.1489,   1 PAM2_20230311_215000.wav
54.0,57.0,Eurasian Bullfinch,0.1910,   1 PAM2_20230311_215000.wav
54.0,57.0,Townsend's Solitaire,0.3118,   1 PAM2_20230311_215000.wav
57.0,60.0,Townsend's Solitaire,0.1153,   1 PAM2_20230311_215000.wav
33.0,36.0,White-tipped Dove,0.2922,   1 PAM2_20230311_220000.wav
36.0,39.0,Engine,0.1239,   1 PAM2_20230311_220000.wav
54.0,57.0,Common Wood-Pigeon,0.1618,   1 PAM2_20230311_220000.wav
12.0,15.0,White-crowned Sparrow,0.1024,   1 PAM2_20230311_221000.wav
24.0,27.0,Marbled Murrelet,0.1311,   1 PAM2_20230311_221000.wav
27.0,30.0,Marbled Murrelet,0.1722,   1 PAM2_20230311_221000.wav
30.0,33.0,White-crowned Sparrow,0.1434,   1 PAM2_20230311_221000.wav
36.0,39.0,White-crowned Sparrow,0.1283,   1 PAM2_20230311_221000.wav
45.0,48.0,Barred Owl,0.1698,   1 PAM2_20230311_221000.wav
54.0,57.0,White-crowned Sparrow,0.1214,   1 PAM2_20230311_221000.wav
12.0,15.0,Townsend's Solitaire,0.1665,   1 PAM2_20230311_222000.wav
18.0,21.0,Brush Cuckoo,0.1763,   1 PAM2_20230311_222000.wav
21.0,24.0,Spring Peeper,0.2808,   1 PAM2_20230311_222000.wav
24.0,27.0,Spring Peeper,0.2929,   1 PAM2_20230311_222000.wav
27.0,30.0,Spring Peeper,0.6670,   1 PAM2_20230311_222000.wav
30.0,33.0,Osprey,0.1416,   1 PAM2_20230311_222000.wav
30.0,33.0,Spring Peeper,0.1837,   1 PAM2_20230311_222000.wav
33.0,36.0,Brush Cuckoo,0.2197,   1 PAM2_20230311_222000.wav
33.0,36.0,Spring Peeper,0.2084,   1 PAM2_20230311_222000.wav
36.0,39.0,Spring Peeper,0.3433,   1 PAM2_20230311_222000.wav
39.0,42.0,Brush Cuckoo,0.1640,   1 PAM2_20230311_222000.wav
39.0,42.0,Spring Peeper,0.1865,   1 PAM2_20230311_222000.wav
45.0,48.0,Spring Peeper,0.2002,   1 PAM2_20230311_222000.wav
57.0,60.0,Rustic Bunting,0.1051,   1 PAM2_20230311_222000.wav
0,3.0,Engine,0.3536,   1 PAM2_20230311_223000.wav
12.0,15.0,Engine,0.6509,   1 PAM2_20230311_223000.wav
15.0,18.0,Engine,0.4369,   1 PAM2_20230311_223000.wav
18.0,21.0,Engine,0.5707,   1 PAM2_20230311_223000.wav
21.0,24.0,Engine,0.1300,   1 PAM2_20230311_223000.wav
27.0,30.0,Engine,0.4281,   1 PAM2_20230311_223000.wav
3.0,6.0,Engine,0.8128,   1 PAM2_20230311_223000.wav
33.0,36.0,Common Redshank,0.1899,   1 PAM2_20230311_223000.wav
33.0,36.0,European Golden-Plover,0.1006,   1 PAM2_20230311_223000.wav
36.0,39.0,Little Grassbird,0.1348,   1 PAM2_20230311_223000.wav
42.0,45.0,Engine,0.1645,   1 PAM2_20230311_223000.wav
45.0,48.0,Engine,0.3095,   1 PAM2_20230311_223000.wav
57.0,60.0,Engine,0.2347,   1 PAM2_20230311_223000.wav
9.0,12.0,Engine,0.3271,   1 PAM2_20230311_223000.wav
15.0,18.0,Engine,0.1228,   1 PAM2_20230311_224000.wav
51.0,54.0,Engine,0.1350,   1 PAM2_20230311_224000.wav
15.0,18.0,Engine,0.1899,   1 PAM2_20230311_225000.wav
21.0,24.0,Engine,0.1579,   1 PAM2_20230311_225000.wav
27.0,30.0,Engine,0.1142,   1 PAM2_20230311_225000.wav
30.0,33.0,Engine,0.1562,   1 PAM2_20230311_225000.wav
36.0,39.0,Engine,0.1153,   1 PAM2_20230311_225000.wav
39.0,42.0,Engine,0.1219,   1 PAM2_20230311_225000.wav
42.0,45.0,Engine,0.1398,   1 PAM2_20230311_225000.wav
15.0,18.0,Marbled Murrelet,0.1570,   1 PAM2_20230311_230000.wav
18.0,21.0,Spring Peeper,0.1595,   1 PAM2_20230311_230000.wav
33.0,36.0,Spring Peeper,0.2503,   1 PAM2_20230311_230000.wav
36.0,39.0,Spring Peeper,0.1373,   1 PAM2_20230311_230000.wav
42.0,45.0,Marbled Murrelet,0.1458,   1 PAM2_20230311_230000.wav
45.0,48.0,Chestnut-backed Antbird,0.2117,   1 PAM2_20230311_230000.wav
45.0,48.0,Striped Cuckoo,0.6052,   1 PAM2_20230311_230000.wav
48.0,51.0,Chestnut-backed Antbird,0.1558,   1 PAM2_20230311_230000.wav
48.0,51.0,Striped Cuckoo,0.2668,   1 PAM2_20230311_230000.wav
51.0,54.0,Bell Miner,0.1239,   1 PAM2_20230311_230000.wav
54.0,57.0,Chestnut-backed Antbird,0.3237,   1 PAM2_20230311_230000.wav
57.0,60.0,Chestnut-backed Antbird,0.1827,   1 PAM2_20230311_230000.wav
57.0,60.0,Hermit Thrush,0.1046,   1 PAM2_20230311_230000.wav
57.0,60.0,Striped Cuckoo,0.5490,   1 PAM2_20230311_230000.wav
27.0,30.0,Engine,0.1006,   1 PAM2_20230311_231000.wav
3.0,6.0,Bell Miner,0.1366,   1 PAM2_20230311_231000.wav
3.0,6.0,Townsend's Solitaire,0.2097,   1 PAM2_20230311_231000.wav
42.0,45.0,Engine,0.1634,   1 PAM2_20230311_231000.wav
0,3.0,Engine,0.8828,   1 PAM2_20230311_232000.wav
12.0,15.0,Brush Cuckoo,0.2763,   1 PAM2_20230311_232000.wav
12.0,15.0,Engine,0.1364,   1 PAM2_20230311_232000.wav
15.0,18.0,Engine,0.1000,   1 PAM2_20230311_232000.wav
18.0,21.0,Brush Cuckoo,0.1485,   1 PAM2_20230311_232000.wav
21.0,24.0,Engine,0.2720,   1 PAM2_20230311_232000.wav
24.0,27.0,Engine,0.2891,   1 PAM2_20230311_232000.wav
27.0,30.0,Engine,0.9017,   1 PAM2_20230311_232000.wav
3.0,6.0,Engine,0.6079,   1 PAM2_20230311_232000.wav
30.0,33.0,Engine,0.9268,   1 PAM2_20230311_232000.wav
33.0,36.0,Engine,0.4652,   1 PAM2_20230311_232000.wav
36.0,39.0,Engine,0.1394,   1 PAM2_20230311_232000.wav
36.0,39.0,Eurasian Eagle-Owl,0.1336,   1 PAM2_20230311_232000.wav
39.0,42.0,Engine,0.3960,   1 PAM2_20230311_232000.wav
42.0,45.0,Engine,0.1061,   1 PAM2_20230311_232000.wav
6.0,9.0,Engine,0.6215,   1 PAM2_20230311_232000.wav
3.0,6.0,Golden-cheeked Warbler,0.1077,   1 PAM2_20230311_233000.wav
48.0,51.0,Engine,0.1287,   1 PAM2_20230311_233000.wav
54.0,57.0,Engine,0.2375,   1 PAM2_20230311_233000.wav
57.0,60.0,Engine,0.1328,   1 PAM2_20230311_233000.wav
12.0,15.0,Cedar Waxwing,0.1126,   1 PAM2_20230311_234000.wav
24.0,27.0,Cedar Waxwing,0.1138,   1 PAM2_20230311_234000.wav
24.0,27.0,Eastern Narrow-mouthed Toad,0.1498,   1 PAM2_20230311_234000.wav
33.0,36.0,Eastern Narrow-mouthed Toad,0.1264,   1 PAM2_20230311_234000.wav
45.0,48.0,Engine,0.2115,   1 PAM2_20230311_235000.wav
51.0,54.0,Engine,0.3557,   1 PAM2_20230311_235000.wav
6.0,9.0,Engine,0.1085,   1 PAM2_20230311_235000.wav
0,3.0,Engine,0.5638,   1 PAM2_20230312_000000.wav
21.0,24.0,Engine,0.1054,   1 PAM2_20230312_000000.wav
3.0,6.0,Common Wood-Pigeon,0.3476,   1 PAM2_20230312_000000.wav
30.0,33.0,Engine,0.1448,   1 PAM2_20230312_000000.wav
36.0,39.0,Engine,0.1151,   1 PAM2_20230312_000000.wav
6.0,9.0,Engine,0.2269,   1 PAM2_20230312_000000.wav
15.0,18.0,Rustic Bunting,0.1139,   1 PAM2_20230312_002000.wav
3.0,6.0,Engine,0.1589,   1 PAM2_20230312_002000.wav
42.0,45.0,White-crowned Sparrow,0.1393,   1 PAM2_20230312_002000.wav
3.0,6.0,Engine,0.1674,   1 PAM2_20230312_003000.wav
39.0,42.0,White-crowned Sparrow,0.2302,   1 PAM2_20230312_003000.wav
48.0,51.0,Rustic Bunting,0.3693,   1 PAM2_20230312_003000.wav
51.0,54.0,Engine,0.2623,   1 PAM2_20230312_003000.wav
57.0,60.0,Engine,0.1280,   1 PAM2_20230312_003000.wav
6.0,9.0,Barred Owl,0.2400,   1 PAM2_20230312_003000.wav
9.0,12.0,Buff-spotted Flufftail,0.1903,   1 PAM2_20230312_003000.wav
9.0,12.0,Gray-chested Dove,0.1171,   1 PAM2_20230312_003000.wav
12.0,15.0,Gray-chested Dove,0.2311,   1 PAM2_20230312_004000.wav
12.0,15.0,Wedge-tailed Shearwater,0.2300,   1 PAM2_20230312_004000.wav
6.0,9.0,White-crowned Sparrow,0.1010,   1 PAM2_20230312_005000.wav
18.0,21.0,White-crowned Sparrow,0.1175,   1 PAM2_20230312_010000.wav
45.0,48.0,White-crowned Sparrow,0.1154,   1 PAM2_20230312_010000.wav
3.0,6.0,White-crowned Sparrow,0.1150,   1 PAM2_20230312_012000.wav
39.0,42.0,White-crowned Sparrow,0.1078,   1 PAM2_20230312_012000.wav
18.0,21.0,White-crowned Sparrow,0.1012,   1 PAM2_20230312_013000.wav
12.0,15.0,Clark's Nutcracker,0.1027,   1 PAM2_20230312_015000.wav
15.0,18.0,White-crowned Sparrow,0.1149,   1 PAM2_20230312_015000.wav
30.0,33.0,White-crowned Sparrow,0.1089,   1 PAM2_20230312_015000.wav
33.0,36.0,White-crowned Sparrow,0.1014,   1 PAM2_20230312_015000.wav
42.0,45.0,White-crowned Sparrow,0.1048,   1 PAM2_20230312_015000.wav
0,3.0,White-crowned Sparrow,0.1885,   1 PAM2_20230312_020000.wav
18.0,21.0,White-crowned Sparrow,0.1318,   1 PAM2_20230312_020000.wav
30.0,33.0,White-crowned Sparrow,0.2563,   1 PAM2_20230312_020000.wav
54.0,57.0,White-crowned Sparrow,0.1161,   1 PAM2_20230312_020000.wav
9.0,12.0,White-crowned Sparrow,0.1538,   1 PAM2_20230312_020000.wav
6.0,9.0,White-crowned Sparrow,0.1150,   1 PAM2_20230312_021000.wav
27.0,30.0,White-crowned Sparrow,0.2036,   1 PAM2_20230312_022000.wav
33.0,36.0,White-crowned Sparrow,0.1374,   1 PAM2_20230312_022000.wav
45.0,48.0,Engine,0.2563,   1 PAM2_20230312_022000.wav
51.0,54.0,Engine,0.1859,   1 PAM2_20230312_022000.wav
51.0,54.0,White-crowned Sparrow,0.1868,   1 PAM2_20230312_022000.wav
51.0,54.0,Zitting Cisticola,0.1019,   1 PAM2_20230312_022000.wav
54.0,57.0,White-crowned Sparrow,0.1542,   1 PAM2_20230312_022000.wav
18.0,21.0,Engine,0.1159,   1 PAM2_20230312_023000.wav
21.0,24.0,White-crowned Sparrow,0.1585,   1 PAM2_20230312_024000.wav
12.0,15.0,Engine,0.2112,   1 PAM2_20230312_025000.wav
15.0,18.0,Engine,0.1728,   1 PAM2_20230312_025000.wav
18.0,21.0,Engine,0.1183,   1 PAM2_20230312_025000.wav
21.0,24.0,Engine,0.1791,   1 PAM2_20230312_025000.wav
15.0,18.0,European Robin,0.2381,   1 PAM2_20230312_030000.wav
18.0,21.0,White-crowned Sparrow,0.2070,   1 PAM2_20230312_030000.wav
30.0,33.0,Common Grasshopper-Warbler,0.1304,   1 PAM2_20230312_030000.wav
30.0,33.0,Engine,0.1070,   1 PAM2_20230312_030000.wav
33.0,36.0,White-crowned Sparrow,0.1026,   1 PAM2_20230312_030000.wav
51.0,54.0,White-crowned Sparrow,0.1971,   1 PAM2_20230312_030000.wav
54.0,57.0,White-crowned Sparrow,0.1101,   1 PAM2_20230312_030000.wav
15.0,18.0,European Robin,0.5314,   1 PAM2_20230312_031000.wav
18.0,21.0,White-crowned Sparrow,0.1311,   1 PAM2_20230312_031000.wav
57.0,60.0,European Robin,0.1517,   1 PAM2_20230312_031000.wav
30.0,33.0,White-crowned Sparrow,0.1184,   1 PAM2_20230312_032000.wav
33.0,36.0,White-crowned Sparrow,0.1237,   1 PAM2_20230312_032000.wav
48.0,51.0,White-crowned Sparrow,0.3339,   1 PAM2_20230312_032000.wav
18.0,21.0,White-crowned Sparrow,0.1117,   1 PAM2_20230312_033000.wav
21.0,24.0,White-crowned Sparrow,0.1178,   1 PAM2_20230312_033000.wav
27.0,30.0,White-crowned Sparrow,0.1680,   1 PAM2_20230312_033000.wav
3.0,6.0,Bell Miner,0.3540,   1 PAM2_20230312_033000.wav
3.0,6.0,Townsend's Solitaire,0.1027,   1 PAM2_20230312_033000.wav
33.0,36.0,Eurasian Bullfinch,0.1146,   1 PAM2_20230312_033000.wav
33.0,36.0,Townsend's Solitaire,0.1301,   1 PAM2_20230312_033000.wav
33.0,36.0,White-crowned Sparrow,0.1052,   1 PAM2_20230312_033000.wav
18.0,21.0,White-crowned Sparrow,0.4270,   1 PAM2_20230312_034000.wav
9.0,12.0,White-crowned Sparrow,0.1098,   1 PAM2_20230312_034000.wav
12.0,15.0,Spring Peeper,0.1199,   1 PAM2_20230312_035000.wav
18.0,21.0,Spring Peeper,0.1266,   1 PAM2_20230312_035000.wav
21.0,24.0,Spring Peeper,0.6869,   1 PAM2_20230312_035000.wav
27.0,30.0,Dark-eyed Junco,0.1308,   1 PAM2_20230312_035000.wav
27.0,30.0,Handsome Trig,0.2141,   1 PAM2_20230312_035000.wav
27.0,30.0,White-crowned Sparrow,0.1262,   1 PAM2_20230312_035000.wav
39.0,42.0,Common Wood-Pigeon,0.1067,   1 PAM2_20230312_035000.wav
51.0,54.0,Common Grasshopper-Warbler,0.2438,   1 PAM2_20230312_035000.wav
54.0,57.0,White-crowned Sparrow,0.1510,   1 PAM2_20230312_035000.wav
21.0,24.0,Engine,0.1416,   1 PAM2_20230312_040000.wav
21.0,24.0,White-crowned Sparrow,0.2192,   1 PAM2_20230312_040000.wav
33.0,36.0,Spring Peeper,0.1606,   1 PAM2_20230312_040000.wav
36.0,39.0,Spring Peeper,0.1129,   1 PAM2_20230312_040000.wav
36.0,39.0,White-crowned Sparrow,0.1713,   1 PAM2_20230312_040000.wav
39.0,42.0,Spring Peeper,0.1927,   1 PAM2_20230312_040000.wav
42.0,45.0,Spring Peeper,0.1621,   1 PAM2_20230312_040000.wav
45.0,48.0,Spring Peeper,0.2023,   1 PAM2_20230312_040000.wav
48.0,51.0,Spring Peeper,0.1754,   1 PAM2_20230312_040000.wav
54.0,57.0,Spring Peeper,0.1120,   1 PAM2_20230312_040000.wav
57.0,60.0,Spring Peeper,0.1262,   1 PAM2_20230312_040000.wav
9.0,12.0,Engine,0.1322,   1 PAM2_20230312_040000.wav
24.0,27.0,White-crowned Sparrow,0.4983,   1 PAM2_20230312_041000.wav
30.0,33.0,White-crowned Sparrow,0.1396,   1 PAM2_20230312_041000.wav
39.0,42.0,White-crowned Sparrow,0.1185,   1 PAM2_20230312_041000.wav
45.0,48.0,White-crowned Sparrow,0.1218,   1 PAM2_20230312_041000.wav
51.0,54.0,White-crowned Sparrow,0.1013,   1 PAM2_20230312_041000.wav
15.0,18.0,White-crowned Sparrow,0.1014,   1 PAM2_20230312_042000.wav
21.0,24.0,White-crowned Sparrow,0.2830,   1 PAM2_20230312_042000.wav
3.0,6.0,White-crowned Sparrow,0.1380,   1 PAM2_20230312_042000.wav
6.0,9.0,White-crowned Sparrow,0.1157,   1 PAM2_20230312_042000.wav
9.0,12.0,White-crowned Sparrow,0.1326,   1 PAM2_20230312_042000.wav
12.0,15.0,Spring Peeper,0.3202,   1 PAM2_20230312_043000.wav
15.0,18.0,Spring Peeper,0.3812,   1 PAM2_20230312_043000.wav
18.0,21.0,Spring Peeper,0.2590,   1 PAM2_20230312_043000.wav
21.0,24.0,Spring Peeper,0.2589,   1 PAM2_20230312_043000.wav
24.0,27.0,Spring Peeper,0.1546,   1 PAM2_20230312_043000.wav
3.0,6.0,Spring Peeper,0.1902,   1 PAM2_20230312_043000.wav
30.0,33.0,White-crowned Sparrow,0.1737,   1 PAM2_20230312_043000.wav
45.0,48.0,White-crowned Sparrow,0.1820,   1 PAM2_20230312_043000.wav
54.0,57.0,White-crowned Sparrow,0.1275,   1 PAM2_20230312_043000.wav
6.0,9.0,Spring Peeper,0.1719,   1 PAM2_20230312_043000.wav
9.0,12.0,White-crowned Sparrow,0.1789,   1 PAM2_20230312_043000.wav
0,3.0,Spring Peeper,0.2084,   1 PAM2_20230312_044000.wav
12.0,15.0,Spring Peeper,0.2076,   1 PAM2_20230312_044000.wav
3.0,6.0,Spring Peeper,0.1880,   1 PAM2_20230312_044000.wav
33.0,36.0,White-crowned Sparrow,0.1160,   1 PAM2_20230312_044000.wav
45.0,48.0,Orange-crowned Warbler,0.1117,   1 PAM2_20230312_044000.wav
45.0,48.0,White-crowned Sparrow,0.1445,   1 PAM2_20230312_044000.wav
6.0,9.0,Spring Peeper,0.3584,   1 PAM2_20230312_044000.wav
9.0,12.0,Spring Peeper,0.1120,   1 PAM2_20230312_044000.wav
36.0,39.0,White-crowned Sparrow,0.1383,   1 PAM2_20230312_045000.wav
18.0,21.0,Engine,0.1183,   1 PAM2_20230312_050000.wav
33.0,36.0,Engine,0.2159,   1 PAM2_20230312_050000.wav
39.0,42.0,Engine,0.1514,   1 PAM2_20230312_050000.wav
42.0,45.0,Engine,0.1724,   1 PAM2_20230312_050000.wav
45.0,48.0,Engine,0.7101,   1 PAM2_20230312_050000.wav
45.0,48.0,Eurasian Eagle-Owl,0.1527,   1 PAM2_20230312_050000.wav
48.0,51.0,Engine,0.1826,   1 PAM2_20230312_050000.wav
54.0,57.0,Engine,0.3445,   1 PAM2_20230312_050000.wav
57.0,60.0,Engine,0.2252,   1 PAM2_20230312_050000.wav
27.0,30.0,White-crowned Sparrow,0.1048,   1 PAM2_20230312_051000.wav
45.0,48.0,White-crowned Sparrow,0.1417,   1 PAM2_20230312_051000.wav
3.0,6.0,Gray-chested Dove,0.1013,   1 PAM2_20230312_052000.wav
45.0,48.0,Chestnut-headed Oropendola,0.1962,   1 PAM2_20230312_052000.wav
57.0,60.0,Engine,0.2246,   1 PAM2_20230312_052000.wav
0,3.0,Engine,0.1811,   1 PAM2_20230312_055000.wav
3.0,6.0,Engine,0.1748,   1 PAM2_20230312_055000.wav
30.0,33.0,Watercock,0.1659,   1 PAM2_20230312_055000.wav
0,3.0,White-crowned Sparrow,0.1699,   1 PAM2_20230312_061000.wav
36.0,39.0,Engine,0.2782,   1 PAM2_20230312_061000.wav
48.0,51.0,Engine,0.9396,   1 PAM2_20230312_061000.wav
51.0,54.0,Engine,0.1458,   1 PAM2_20230312_061000.wav
54.0,57.0,Engine,0.3949,   1 PAM2_20230312_061000.wav
57.0,60.0,Engine,0.6154,   1 PAM2_20230312_061000.wav
6.0,9.0,White-crowned Sparrow,0.1162,   1 PAM2_20230312_061000.wav
0,3.0,Yellow-throated Warbler,0.1157,   1 PAM2_20230312_062000.wav
12.0,15.0,Black-faced Grassquit,0.1884,   1 PAM2_20230312_062000.wav
15.0,18.0,Hawfinch,0.2032,   1 PAM2_20230312_062000.wav
15.0,18.0,White-throated Sparrow,0.1152,   1 PAM2_20230312_062000.wav
21.0,24.0,Northern Cardinal,0.1709,   1 PAM2_20230312_062000.wav
24.0,27.0,Northern Cardinal,0.2206,   1 PAM2_20230312_062000.wav
27.0,30.0,Carolina Chickadee,0.2165,   1 PAM2_20230312_062000.wav
27.0,30.0,Northern Cardinal,0.1162,   1 PAM2_20230312_062000.wav
30.0,33.0,Carolina Chickadee,0.1942,   1 PAM2_20230312_062000.wav
30.0,33.0,Engine,0.1768,   1 PAM2_20230312_062000.wav
33.0,36.0,Northern Cardinal,0.4176,   1 PAM2_20230312_062000.wav
36.0,39.0,Carolina Chickadee,0.1018,   1 PAM2_20230312_062000.wav
39.0,42.0,Carolina Chickadee,0.2625,   1 PAM2_20230312_062000.wav
42.0,45.0,Northern Cardinal,0.2011,   1 PAM2_20230312_062000.wav
51.0,54.0,Cedar Waxwing,0.1096,   1 PAM2_20230312_062000.wav
51.0,54.0,Northern Cardinal,0.1724,   1 PAM2_20230312_062000.wav
54.0,57.0,Golden-cheeked Warbler,0.1442,   1 PAM2_20230312_062000.wav
57.0,60.0,Northern Cardinal,0.2029,   1 PAM2_20230312_062000.wav
9.0,12.0,White-throated Sparrow,0.1037,   1 PAM2_20230312_062000.wav
0,3.0,Bachman's Sparrow,0.1186,   1 PAM2_20230312_063000.wav
0,3.0,Brown-headed Nuthatch,0.8793,   1 PAM2_20230312_063000.wav
12.0,15.0,Brown-headed Nuthatch,0.9448,   1 PAM2_20230312_063000.wav
18.0,21.0,Brown-headed Nuthatch,0.9728,   1 PAM2_20230312_063000.wav
21.0,24.0,Brown-headed Nuthatch,0.7081,   1 PAM2_20230312_063000.wav
21.0,24.0,White-breasted Nuthatch,0.1040,   1 PAM2_20230312_063000.wav
27.0,30.0,White-breasted Nuthatch,0.2285,   1 PAM2_20230312_063000.wav
3.0,6.0,Brown-headed Nuthatch,0.9192,   1 PAM2_20230312_063000.wav
30.0,33.0,White-breasted Nuthatch,0.1094,   1 PAM2_20230312_063000.wav
39.0,42.0,Golden-cheeked Warbler,0.1335,   1 PAM2_20230312_063000.wav
45.0,48.0,White-breasted Nuthatch,0.4014,   1 PAM2_20230312_063000.wav
51.0,54.0,Tufted Titmouse,0.1022,   1 PAM2_20230312_063000.wav
54.0,57.0,Pileated Woodpecker,0.1403,   1 PAM2_20230312_063000.wav
6.0,9.0,Brown-headed Nuthatch,0.2080,   1 PAM2_20230312_063000.wav
6.0,9.0,Buff-browed Foliage-gleaner,0.1024,   1 PAM2_20230312_063000.wav
